time_lsl,x_mG,y_mG,z_mG
167923.91475480117,-868.0,93.0,310.0
167923.9345282539,-869.0,95.0,315.0
167923.9543017067,-872.0,99.0,336.0
167923.97407515944,-877.0,103.0,353.0
167923.9938486122,-882.0,99.0,336.0
167924.01362206496,-877.0,94.0,316.0
167924.0333955177,-872.0,92.0,314.0
167924.05316897048,-871.0,95.0,322.0
167924.07294242323,-872.0,101.0,332.0
167924.09271587597,-875.0,109.0,341.0
167924.11248932875,-877.0,111.0,345.0
167924.1322627815,-878.0,107.0,338.0
167924.15203623424,-876.0,101.0,325.0
167924.17180968702,-873.0,99.0,318.0
167924.19158313976,-871.0,97.0,319.0
167924.2113565925,-870.0,100.0,329.0
167924.2311300453,-871.0,103.0,342.0
167924.25090349803,-875.0,110.0,346.0
167924.2706769508,-877.0,106.0,343.0
167924.29045040355,-873.0,98.0,333.0
167924.3102238563,-870.0,96.0,331.0
167924.32999730908,-870.0,99.0,336.0
167924.34977076182,-871.0,100.0,330.0
167924.36954421457,-870.0,103.0,330.0
167924.38931766734,-871.0,106.0,340.0
167924.4090911201,-873.0,110.0,339.0
167924.42886457284,-874.0,103.0,336.0
167924.4486380256,-873.0,102.0,335.0
167924.46841147836,-872.0,99.0,335.0
167924.4881849311,-871.0,100.0,334.0
167924.50795838388,-870.0,102.0,337.0
167924.52773183663,-871.0,104.0,337.0
167924.5475052894,-873.0,105.0,339.0
167924.56727874215,-874.0,106.0,335.0
167924.5870521949,-874.0,105.0,332.0
167924.60682564767,-873.0,103.0,317.0
167924.62659910042,-872.0,97.0,312.0
167924.64637255316,-870.0,98.0,316.0
167924.66614600594,-871.0,103.0,322.0
167924.6859194587,-871.0,104.0,329.0
167924.70569291143,-872.0,107.0,331.0
167924.7254663642,-872.0,105.0,335.0
167924.74523981696,-872.0,105.0,331.0
167924.7650132697,-871.0,103.0,330.0
167924.78478672248,-872.0,103.0,329.0
167924.80456017522,-872.0,104.0,323.0
167924.824333628,-872.0,103.0,322.0
167924.84410708075,-872.0,103.0,324.0
