time_lsl,BreathingValue
167958.2368878724,762.0
167958.25664150895,755.0
167958.27639514554,751.0
167958.2961487821,750.0
167958.31590241866,752.0
167958.33565605522,756.0
167958.35540969178,757.0
167958.37516332837,757.0
167958.39491696493,753.0
167958.4146706015,748.0
167958.43442423805,744.0
167958.45417787464,738.0
167958.4739315112,734.0
167958.49368514775,728.0
167958.5134387843,721.0
167958.5331924209,714.0
167958.55294605746,712.0
167958.57269969402,717.0
167958.59245333058,728.0
167958.61220696714,744.0
167958.63196060373,756.0
167958.6517142403,762.0
167958.67146787685,760.0
167958.6912215134,755.0
167958.71097515,750.0
167958.73072878656,747.0
167958.75048242311,743.0
167958.77023605967,738.0
167958.78998969626,727.0
167958.80974333282,711.0
167958.82949696938,695.0
167958.84925060594,677.0
167958.86900424253,662.0
167958.8887578791,647.0
167958.90851151565,630.0
167958.9282651522,610.0
167958.94801878877,586.0
167958.96777242536,562.0
167958.98752606192,536.0
167959.00727969848,513.0
167959.02703333503,490.0
167959.04678697162,468.0
167959.06654060818,447.0
167959.08629424474,424.0
167959.1060478813,400.0
167959.1258015179,375.0
167959.14555515445,349.0
167959.165308791,324.0
167959.18506242757,299.0
167959.20481606413,275.0
167959.22456970072,251.0
167959.24432333728,226.0
167959.26407697384,200.0
167959.2838306104,178.0
167959.30358424698,161.0
167959.32333788354,149.0
167959.3430915201,140.0
167959.36284515666,128.0
167959.38259879325,111.0
167959.4023524298,87.0
167959.42210606637,63.0
167959.44185970293,41.0
167959.46161333952,25.0
167959.48136697608,13.0
167959.50112061264,6.0
167959.5208742492,2.0
167959.54062788576,0.0
167959.56038152234,0.0
167959.5801351589,0.0
167959.59988879546,0.0
167959.61964243202,0.0
167959.6393960686,0.0
167959.65914970517,0.0
167959.67890334173,0.0
167959.6986569783,0.0
167959.71841061488,0.0
167959.73816425144,0.0
167959.757917888,0.0
167959.77767152456,0.0
167959.79742516112,0.0
167959.8171787977,0.0
167959.83693243426,0.0
167959.85668607082,0.0
167959.87643970738,0.0
167959.89619334397,0.0
167959.91594698053,0.0
167959.9357006171,0.0
167959.95545425365,0.0
167959.97520789024,0.0
167959.9949615268,0.0
167960.01471516336,0.0
167960.03446879992,0.0
167960.0542224365,0.0
167960.07397607306,0.0
167960.09372970962,0.0
167960.11348334618,0.0
167960.13323698274,0.0
167960.15299061933,0.0
167960.1727442559,0.0
167960.19249789245,13.0
167960.212251529,28.0
167960.2320051656,53.0
167960.25175880216,78.0
167960.27151243872,101.0
167960.29126607528,122.0
167960.31101971187,149.0
167960.33077334843,179.0
167960.35052698498,215.0
167960.37028062154,251.0
167960.3900342581,287.0
167960.4097878947,321.0
167960.42954153125,354.0
167960.4492951678,385.0
167960.46904880437,420.0
167960.48880244096,454.0
167960.50855607752,492.0
167960.52830971408,528.0
167960.54806335064,562.0
167960.56781698723,594.0
167960.5875706238,623.0
167960.60732426035,652.0
167960.6270778969,676.0
167960.64683153346,700.0
167960.66658517005,719.0
167960.6863388066,733.0
167960.70609244317,745.0
167960.72584607973,752.0
167960.74559971632,761.0
167960.76535335288,775.0
167960.78510698944,797.0
167960.804860626,826.0
167960.8246142626,860.0
167960.84436789915,891.0
167960.8641215357,916.0
167960.88387517227,930.0
167960.90362880885,930.0
167960.9233824454,928.0
167960.94313608197,919.0
167960.96288971853,917.0
167960.9826433551,916.0
167961.00239699168,912.0
167961.02215062824,906.0
167961.0419042648,898.0
167961.06165790136,894.0
167961.08141153795,895.0
167961.1011651745,902.0
167961.12091881107,907.0
167961.14067244763,912.0
167961.1604260842,912.0
167961.18017972077,909.0
167961.19993335733,907.0
167961.2196869939,905.0
167961.23944063045,907.0
167961.25919426704,910.0
167961.2789479036,914.0
167961.29870154016,918.0
167961.31845517672,920.0
167961.3382088133,919.0
167961.35796244987,918.0
167961.37771608643,914.0
167961.397469723,910.0
167961.41722335957,905.0
167961.43697699613,897.0
167961.4567306327,888.0
167961.47648426925,875.0
167961.49623790584,863.0
167961.5159915424,852.0
167961.53574517896,849.0
167961.55549881552,852.0
167961.57525245208,863.0
167961.59500608867,876.0
167961.61475972523,887.0
167961.6345133618,892.0
167961.65426699835,891.0
167961.67402063494,886.0
167961.6937742715,882.0
167961.71352790805,880.0
167961.7332815446,879.0
167961.7530351812,879.0
167961.77278881776,874.0
167961.79254245432,868.0
167961.81229609088,859.0
167961.83204972744,852.0
167961.85180336403,846.0
167961.8715570006,843.0
167961.89131063715,840.0
167961.9110642737,836.0
167961.9308179103,829.0
167961.95057154685,823.0
167961.9703251834,817.0
167961.99007881997,813.0
167962.00983245656,810.0
167962.02958609312,809.0
167962.04933972968,806.0
167962.06909336624,805.0
167962.08884700283,802.0
167962.1086006394,801.0
167962.12835427595,798.0
167962.1481079125,795.0
167962.16786154907,791.0
167962.18761518566,787.0
167962.20736882222,782.0
167962.22712245877,775.0
167962.24687609533,765.0
167962.26662973192,752.0
167962.28638336848,740.0
167962.30613700504,730.0
167962.3258906416,724.0
167962.3456442782,726.0
167962.36539791475,732.0
167962.3851515513,744.0
167962.40490518787,753.0
167962.42465882443,758.0
167962.44441246102,756.0
167962.46416609758,748.0
167962.48391973414,740.0
167962.5036733707,733.0
167962.52342700728,728.0
167962.54318064384,726.0
167962.5629342804,720.0
167962.58268791696,712.0
167962.60244155355,700.0
167962.6221951901,686.0
167962.64194882667,675.0
167962.66170246323,666.0
167962.6814560998,661.0
167962.70120973638,656.0
167962.72096337294,649.0
167962.7407170095,641.0
167962.76047064606,632.0
167962.78022428264,622.0
167962.7999779192,614.0
167962.81973155576,609.0
167962.83948519232,604.0
167962.8592388289,604.0
167962.87899246547,606.0
167962.89874610203,608.0
167962.9184997386,614.0
167962.93825337518,615.0
167962.95800701174,613.0
167962.9777606483,607.0
167962.99751428486,598.0
167963.01726792142,588.0
167963.037021558,579.0
167963.05677519456,569.0
167963.07652883112,556.0
167963.09628246768,540.0
167963.11603610427,519.0
167963.13578974083,495.0
167963.1555433774,471.0
167963.17529701395,451.0
167963.19505065054,436.0
167963.2148042871,420.0
167963.23455792366,400.0
167963.25431156022,370.0
167963.27406519678,331.0
167963.29381883336,290.0
167963.31357246992,249.0
167963.33332610648,216.0
167963.35307974304,186.0
167963.37283337963,161.0
167963.3925870162,133.0
167963.41234065275,105.0
167963.4320942893,75.0
167963.4518479259,48.0
167963.47160156246,24.0
167963.49135519902,11.0
167963.51110883558,1.0
167963.53086247217,0.0
167963.55061610873,0.0
167963.57036974528,0.0
167963.59012338184,0.0
167963.6098770184,0.0
167963.629630655,0.0
167963.64938429155,0.0
167963.6691379281,0.0
167963.68889156467,0.0
167963.70864520126,0.0
167963.72839883782,0.0
167963.74815247438,0.0
167963.76790611094,0.0
167963.78765974753,0.0
167963.8074133841,0.0
167963.82716702064,0.0
167963.8469206572,0.0
167963.86667429376,0.0
167963.88642793035,0.0
167963.9061815669,0.0
167963.92593520347,0.0
167963.94568884003,0.0
167963.96544247662,0.0
167963.98519611318,0.0
167964.00494974974,0.0
167964.0247033863,0.0
167964.0444570229,0.0
167964.06421065945,0.0
167964.083964296,0.0
167964.10371793256,0.0
167964.12347156915,0.0
167964.1432252057,0.0
167964.16297884227,0.0
167964.18273247883,0.0
167964.2024861154,0.0
167964.22223975198,0.0
167964.24199338854,0.0
167964.2617470251,0.0
167964.28150066166,0.0
167964.30125429825,0.0
167964.3210079348,0.0
167964.34076157137,0.0
167964.36051520793,0.0
167964.3802688445,0.0
167964.40002248107,0.0
167964.41977611763,0.0
167964.4395297542,0.0
167964.45928339075,17.0
167964.47903702734,34.0
167964.4987906639,65.0
167964.51854430046,97.0
167964.53829793702,126.0
167964.5580515736,156.0
167964.57780521017,184.0
167964.59755884673,209.0
167964.6173124833,231.0
167964.63706611987,248.0
167964.65681975643,264.0
167964.676573393,280.0
167964.69632702955,300.0
167964.7160806661,324.0
167964.7358343027,353.0
167964.75558793926,386.0
167964.77534157582,418.0
167964.79509521238,449.0
167964.81484884897,473.0
167964.83460248553,494.0
167964.8543561221,509.0
167964.87410975865,527.0
167964.89386339523,543.0
167964.9136170318,563.0
167964.93337066835,581.0
167964.9531243049,599.0
167964.9728779415,612.0
167964.99263157806,625.0
167965.01238521462,637.0
167965.03213885118,650.0
167965.05189248774,666.0
167965.07164612433,681.0
167965.0913997609,697.0
167965.11115339745,709.0
167965.130907034,721.0
167965.1506606706,730.0
167965.17041430715,740.0
167965.1901679437,749.0
167965.20992158027,759.0
167965.22967521686,767.0
167965.24942885342,777.0
167965.26918248998,783.0
167965.28893612654,789.0
167965.3086897631,793.0
167965.3284433997,795.0
167965.34819703625,797.0
167965.3679506728,797.0
167965.38770430937,797.0
167965.40745794596,794.0
167965.42721158252,790.0
167965.44696521907,784.0
167965.46671885563,778.0
167965.48647249222,774.0
167965.50622612878,777.0
167965.52597976534,786.0
167965.5457334019,799.0
167965.5654870385,815.0
167965.58524067505,825.0
167965.6049943116,831.0
167965.62474794817,832.0
167965.64450158473,829.0
167965.66425522132,827.0
167965.68400885788,826.0
167965.70376249444,825.0
167965.723516131,825.0
167965.74326976758,820.0
167965.76302340414,813.0
167965.7827770407,805.0
167965.80253067726,798.0
167965.82228431385,796.0
167965.8420379504,795.0
167965.86179158697,794.0
167965.88154522353,792.0
167965.9012988601,787.0
167965.92105249668,780.0
167965.94080613324,776.0
167965.9605597698,773.0
167965.98031340635,773.0
167966.00006704294,775.0
167966.0198206795,777.0
167966.03957431606,778.0
167966.05932795262,777.0
167966.0790815892,775.0
167966.09883522577,772.0
167966.11858886233,769.0
167966.1383424989,766.0
167966.15809613548,763.0
167966.17784977204,759.0
167966.1976034086,753.0
167966.21735704516,744.0
167966.23711068172,735.0
167966.2568643183,727.0
167966.27661795486,724.0
167966.29637159142,729.0
167966.31612522798,741.0
167966.33587886457,757.0
167966.35563250113,770.0
167966.3753861377,778.0
167966.39513977425,777.0
167966.41489341084,772.0
167966.4346470474,766.0
167966.45440068396,763.0
167966.47415432052,763.0
167966.49390795708,764.0
167966.51366159366,764.0
167966.53341523022,759.0
167966.55316886678,752.0
167966.57292250334,743.0
167966.59267613993,738.0
167966.6124297765,735.0
167966.63218341305,735.0
167966.6519370496,733.0
167966.6716906862,729.0
167966.69144432276,722.0
167966.71119795932,715.0
167966.73095159588,711.0
167966.75070523244,710.0
167966.77045886902,711.0
167966.79021250558,711.0
167966.80996614214,712.0
167966.8297197787,712.0
167966.8494734153,711.0
167966.86922705185,710.0
167966.8889806884,708.0
167966.90873432497,705.0
167966.92848796156,702.0
167966.94824159812,699.0
167966.96799523468,695.0
167966.98774887124,690.0
167967.00750250783,682.0
167967.02725614439,674.0
167967.04700978094,667.0
167967.0667634175,665.0
167967.08651705406,669.0
167967.10627069065,682.0
167967.1260243272,698.0
167967.14577796377,710.0
167967.16553160033,716.0
167967.18528523692,709.0
167967.20503887348,695.0
167967.22479251004,677.0
167967.2445461466,659.0
167967.2642997832,645.0
167967.28405341975,627.0
167967.3038070563,610.0
167967.32356069286,585.0
167967.34331432942,557.0
167967.363067966,529.0
167967.38282160257,501.0
167967.40257523913,477.0
167967.4223288757,454.0
167967.44208251228,430.0
167967.46183614884,406.0
167967.4815897854,380.0
167967.50134342196,355.0
167967.52109705855,330.0
167967.5408506951,309.0
167967.56060433167,288.0
167967.58035796823,267.0
167967.6001116048,248.0
167967.61986524137,227.0
167967.63961887793,206.0
167967.6593725145,183.0
167967.67912615105,160.0
167967.69887978764,137.0
167967.7186334242,114.0
167967.73838706076,93.0
167967.75814069732,72.0
167967.7778943339,52.0
167967.79764797047,30.0
167967.81740160703,15.0
167967.8371552436,4.0
167967.85690888017,0.0
167967.87666251673,0.0
167967.8964161533,0.0
167967.91616978985,0.0
167967.9359234264,0.0
167967.955677063,0.0
167967.97543069956,0.0
167967.99518433612,0.0
167968.01493797268,0.0
167968.03469160927,0.0
167968.05444524583,0.0
167968.0741988824,0.0
167968.09395251895,0.0
167968.11370615553,0.0
167968.1334597921,0.0
167968.15321342865,0.0
167968.1729670652,0.0
167968.1927207018,0.0
167968.21247433836,0.0
167968.23222797492,0.0
167968.25198161148,0.0
167968.27173524804,0.0
167968.29148888463,0.0
167968.3112425212,0.0
167968.33099615775,0.0
167968.3507497943,0.0
167968.3705034309,0.0
167968.39025706745,0.0
167968.410010704,0.0
167968.42976434057,0.0
167968.44951797716,0.0
167968.46927161372,0.0
167968.48902525028,8.0
167968.50877888684,26.0
167968.5285325234,52.0
167968.54828616,84.0
167968.56803979655,113.0
167968.5877934331,139.0
167968.60754706967,161.0
167968.62730070626,188.0
167968.64705434281,216.0
167968.66680797937,251.0
167968.68656161593,291.0
167968.70631525252,331.0
167968.72606888908,370.0
167968.74582252564,405.0
167968.7655761622,435.0
167968.78532979876,462.0
167968.80508343535,487.0
167968.8248370719,513.0
167968.84459070847,537.0
167968.86434434503,562.0
167968.88409798162,582.0
167968.90385161818,600.0
167968.92360525473,615.0
167968.9433588913,630.0
167968.96311252788,646.0
167968.98286616444,663.0
167969.002619801,681.0
167969.02237343756,697.0
167969.04212707415,710.0
167969.0618807107,722.0
167969.08163434727,731.0
167969.10138798383,741.0
167969.1211416204,750.0
167969.14089525698,759.0
167969.16064889354,767.0
167969.1804025301,775.0
167969.20015616665,782.0
167969.21990980324,789.0
167969.2396634398,794.0
167969.25941707636,798.0
167969.27917071292,802.0
167969.2989243495,804.0
167969.31867798607,805.0
167969.33843162263,805.0
167969.3581852592,801.0
167969.37793889575,797.0
167969.39769253234,790.0
167969.4174461689,785.0
167969.43719980546,783.0
167969.45695344202,788.0
167969.4767070786,798.0
167969.49646071516,812.0
167969.51621435172,825.0
167969.53596798828,833.0
167969.55572162487,836.0
167969.57547526143,836.0
167969.595228898,834.0
167969.61498253455,835.0
167969.63473617114,835.0
167969.6544898077,836.0
167969.67424344426,834.0
167969.69399708082,829.0
167969.71375071738,823.0
167969.73350435396,817.0
167969.75325799052,812.0
167969.77301162708,810.0
167969.79276526364,810.0
167969.81251890023,806.0
167969.8322725368,802.0
167969.85202617335,796.0
167969.8717798099,790.0
167969.8915334465,787.0
167969.91128708306,785.0
167969.93104071962,785.0
167969.95079435618,786.0
167969.97054799274,786.0
167969.99030162932,786.0
167970.01005526588,786.0
167970.02980890244,784.0
167970.049562539,783.0
167970.0693161756,779.0
167970.08906981215,776.0
167970.1088234487,772.0
167970.12857708527,767.0
167970.14833072186,760.0
167970.16808435842,752.0
167970.18783799498,743.0
167970.20759163154,737.0
167970.22734526813,734.0
167970.24709890469,739.0
167970.26685254124,750.0
167970.2866061778,764.0
167970.30635981436,776.0
167970.32611345095,783.0
167970.3458670875,780.0
167970.36562072407,775.0
167970.38537436063,769.0
167970.40512799722,765.0
167970.42488163378,765.0
167970.44463527034,765.0
167970.4643889069,764.0
167970.4841425435,759.0
167970.50389618005,752.0
167970.5236498166,745.0
167970.54340345316,739.0
167970.56315708972,736.0
167970.5829107263,734.0
167970.60266436287,730.0
167970.62241799943,727.0
167970.642171636,720.0
167970.66192527258,716.0
167970.68167890914,712.0
167970.7014325457,711.0
167970.72118618226,711.0
167970.74093981885,710.0
167970.7606934554,710.0
167970.78044709197,708.0
167970.80020072852,708.0
167970.81995436508,704.0
167970.83970800167,702.0
167970.85946163823,695.0
167970.8792152748,686.0
167970.89896891135,675.0
167970.91872254794,661.0
167970.9384761845,645.0
167970.95822982106,625.0
167970.97798345762,601.0
167970.9977370942,575.0
167971.01749073077,550.0
167971.03724436733,529.0
167971.05699800389,514.0
167971.07675164047,504.0
167971.09650527703,493.0
167971.1162589136,477.0
167971.13601255015,451.0
167971.1557661867,421.0
167971.1755198233,389.0
167971.19527345986,361.0
167971.21502709642,340.0
167971.23478073298,322.0
167971.25453436957,306.0
167971.27428800613,288.0
167971.2940416427,267.0
167971.31379527925,245.0
167971.33354891583,225.0
167971.3533025524,206.0
167971.37305618895,190.0
167971.3928098255,172.0
167971.41256346207,154.0
167971.43231709866,133.0
167971.45207073522,110.0
167971.47182437178,88.0
167971.49157800834,67.0
167971.51133164493,49.0
167971.5310852815,32.0
167971.55083891805,16.0
167971.5705925546,8.0
167971.5903461912,0.0
167971.61009982775,0.0
167971.6298534643,0.0
167971.64960710087,0.0
167971.66936073746,0.0
167971.68911437402,0.0
167971.70886801058,0.0
167971.72862164714,0.0
167971.7483752837,0.0
167971.7681289203,0.0
167971.78788255685,0.0
167971.8076361934,0.0
167971.82738982997,0.0
167971.84714346656,0.0
167971.86689710311,0.0
167971.88665073967,0.0
167971.90640437623,0.0
167971.92615801282,0.0
167971.94591164938,0.0
167971.96566528594,0.0
167971.9854189225,0.0
167972.00517255906,0.0
167972.02492619565,0.0
167972.0446798322,0.0
167972.06443346877,0.0
167972.08418710533,0.0
167972.10394074192,0.0
167972.12369437848,10.0
167972.14344801503,26.0
167972.1632016516,51.0
167972.18295528818,81.0
167972.20270892474,111.0
167972.2224625613,138.0
167972.24221619786,169.0
167972.26196983445,198.0
167972.281723471,229.0
167972.30147710757,261.0
167972.32123074413,292.0
167972.3409843807,323.0
167972.36073801728,353.0
167972.38049165384,381.0
167972.4002452904,408.0
167972.41999892695,434.0
167972.43975256354,459.0
167972.4595062001,483.0
167972.47925983666,507.0
167972.49901347322,529.0
167972.5187671098,550.0
167972.53852074637,567.0
167972.55827438293,581.0
167972.5780280195,592.0
167972.59778165605,605.0
167972.61753529264,619.0
167972.6372889292,640.0
167972.65704256576,662.0
167972.67679620232,689.0
167972.6965498389,712.0
167972.71630347546,731.0
167972.73605711202,742.0
167972.75581074858,750.0
167972.77556438517,757.0
167972.79531802173,765.0
167972.8150716583,774.0
167972.83482529485,782.0
167972.8545789314,788.0
167972.874332568,790.0
167972.89408620456,791.0
167972.91383984112,792.0
167972.93359347768,793.0
167972.95334711426,796.0
167972.97310075082,798.0
167972.99285438738,799.0
167973.01260802394,798.0
167973.03236166053,794.0
167973.0521152971,794.0
167973.07186893365,791.0
167973.0916225702,794.0
167973.1113762068,795.0
167973.13112984336,797.0
167973.15088347992,799.0
167973.17063711648,798.0
167973.19039075304,799.0
167973.21014438962,798.0
167973.22989802618,797.0
167973.24965166274,796.0
167973.2694052993,794.0
167973.2891589359,791.0
167973.30891257245,789.0
167973.328666209,782.0
167973.34841984557,776.0
167973.36817348216,765.0
167973.38792711872,758.0
167973.40768075528,752.0
167973.42743439184,756.0
167973.4471880284,766.0
167973.46694166498,780.0
167973.48669530154,793.0
167973.5064489381,800.0
167973.52620257466,801.0
167973.54595621125,797.0
167973.5657098478,793.0
167973.58546348437,791.0
167973.60521712093,792.0
167973.62497075752,794.0
167973.64472439408,795.0
167973.66447803064,792.0
167973.6842316672,785.0
167973.7039853038,779.0
167973.72373894035,772.0
167973.7434925769,771.0
167973.76324621346,768.0
167973.78299985002,768.0
167973.8027534866,763.0
167973.82250712317,757.0
167973.84226075973,751.0
167973.8620143963,746.0
167973.88176803288,743.0
167973.90152166944,743.0
167973.921275306,743.0
167973.94102894256,745.0
167973.96078257915,743.0
167973.9805362157,743.0
167974.00028985227,741.0
167974.02004348882,739.0
167974.03979712538,737.0
167974.05955076197,734.0
167974.07930439853,731.0
167974.0990580351,728.0
167974.11881167165,724.0
167974.13856530824,719.0
167974.1583189448,711.0
167974.17807258136,705.0
167974.19782621792,697.0
167974.2175798545,697.0
167974.23733349107,703.0
167974.25708712763,716.0
167974.27684076419,731.0
167974.29659440077,743.0
167974.31634803733,746.0
167974.3361016739,742.0
167974.35585531045,731.0
167974.375608947,720.0
167974.3953625836,708.0
167974.41511622016,697.0
167974.43486985672,684.0
167974.45462349328,665.0
167974.47437712987,641.0
167974.49413076643,613.0
167974.513884403,583.0
167974.53363803955,557.0
167974.55339167613,530.0
167974.5731453127,504.0
167974.59289894925,475.0
167974.6126525858,445.0
167974.63240622237,415.0
167974.65215985896,386.0
167974.67191349552,359.0
167974.69166713208,333.0
167974.71142076864,310.0
167974.73117440523,286.0
167974.7509280418,264.0
167974.77068167835,240.0
167974.7904353149,217.0
167974.8101889515,194.0
167974.82994258805,172.0
167974.8496962246,149.0
167974.86944986117,129.0
167974.88920349773,108.0
167974.90895713432,89.0
167974.92871077088,69.0
167974.94846440744,48.0
167974.968218044,25.0
167974.9879716806,13.0
167975.00772531715,0.0
167975.0274789537,0.0
167975.04723259027,0.0
167975.06698622686,0.0
167975.0867398634,0.0
167975.10649349997,0.0
167975.12624713653,0.0
167975.14600077312,0.0
167975.16575440968,0.0
167975.18550804624,0.0
167975.2052616828,0.0
167975.22501531936,0.0
167975.24476895595,0.0
167975.2645225925,0.0
167975.28427622907,0.0
167975.30402986563,0.0
167975.32378350222,0.0
167975.34353713877,0.0
167975.36329077533,0.0
167975.3830444119,0.0
167975.40279804848,0.0
167975.42255168504,0.0
167975.4423053216,0.0
167975.46205895816,0.0
167975.48181259472,0.0
167975.5015662313,0.0
167975.52131986787,0.0
167975.54107350443,0.0
167975.560827141,0.0
167975.58058077758,0.0
167975.60033441414,0.0
167975.6200880507,0.0
167975.63984168725,0.0
167975.65959532384,0.0
167975.6793489604,0.0
167975.69910259696,10.0
167975.71885623352,22.0
167975.7386098701,45.0
167975.75836350667,70.0
167975.77811714323,100.0
167975.7978707798,132.0
167975.81762441635,171.0
167975.83737805294,211.0
167975.8571316895,253.0
167975.87688532606,289.0
167975.89663896261,320.0
167975.9163925992,344.0
167975.93614623576,367.0
167975.95589987232,390.0
167975.97565350888,419.0
167975.99540714547,450.0
167976.01516078203,482.0
167976.0349144186,512.0
167976.05466805515,538.0
167976.0744216917,559.0
167976.0941753283,578.0
167976.11392896486,597.0
167976.13368260142,615.0
167976.15343623798,634.0
167976.17318987456,652.0
167976.19294351112,668.0
167976.21269714768,682.0
167976.23245078424,695.0
167976.25220442083,709.0
167976.2719580574,719.0
167976.29171169395,733.0
167976.3114653305,743.0
167976.3312189671,754.0
167976.35097260366,763.0
167976.37072624022,771.0
167976.39047987678,777.0
167976.41023351334,782.0
167976.42998714992,785.0
167976.44974078648,788.0
167976.46949442304,789.0
167976.4892480596,790.0
167976.5090016962,788.0
167976.52875533275,785.0
167976.5485089693,782.0
167976.56826260587,779.0
167976.58801624246,779.0
167976.60776987902,785.0
167976.62752351558,797.0
167976.64727715214,812.0
167976.6670307887,826.0
167976.68678442528,835.0
167976.70653806184,839.0
167976.7262916984,839.0
167976.74604533496,839.0
167976.76579897155,840.0
167976.7855526081,841.0
167976.80530624467,843.0
167976.82505988123,842.0
167976.84481351782,838.0
167976.86456715438,832.0
167976.88432079094,826.0
167976.9040744275,822.0
167976.9238280641,821.0
167976.94358170065,821.0
167976.9633353372,819.0
167976.98308897376,815.0
167977.00284261032,808.0
167977.0225962469,802.0
167977.04234988347,798.0
167977.06210352003,795.0
167977.0818571566,795.0
167977.10161079318,796.0
167977.12136442974,796.0
167977.1411180663,797.0
167977.16087170286,795.0
167977.18062533945,796.0
167977.200378976,792.0
167977.22013261257,790.0
167977.23988624912,786.0
167977.25963988568,782.0
167977.27939352227,777.0
167977.29914715883,770.0
167977.3189007954,763.0
167977.33865443195,754.0
167977.35840806854,747.0
167977.3781617051,743.0
167977.39791534166,746.0
167977.41766897822,755.0
167977.4374226148,769.0
167977.45717625137,783.0
167977.47692988793,790.0
167977.49668352448,791.0
167977.51643716104,786.0
167977.53619079763,781.0
167977.5559444342,779.0
167977.57569807075,778.0
167977.5954517073,781.0
167977.6152053439,781.0
167977.63495898046,777.0
167977.65471261702,770.0
167977.67446625358,762.0
167977.69421989017,757.0
167977.71397352673,754.0
167977.7337271633,754.0
167977.75348079985,752.0
167977.77323443643,747.0
167977.792988073,741.0
167977.81274170955,734.0
167977.8324953461,730.0
167977.85224898267,727.0
167977.87200261926,727.0
167977.89175625582,727.0
167977.91150989238,727.0
167977.93126352894,727.0
167977.95101716553,728.0
167977.9707708021,728.0
167977.99052443865,727.0
167978.0102780752,726.0
167978.0300317118,722.0
167978.04978534835,716.0
167978.0695389849,710.0
167978.08929262147,702.0
167978.10904625803,689.0
167978.12879989462,675.0
167978.14855353118,657.0
167978.16830716774,639.0
167978.1880608043,624.0
167978.2078144409,615.0
167978.22756807745,611.0
167978.247321714,609.0
167978.26707535057,602.0
167978.28682898715,585.0
167978.3065826237,559.0
167978.32633626027,529.0
167978.34608989683,500.0
167978.36584353342,475.0
167978.38559716998,454.0
167978.40535080654,434.0
167978.4251044431,412.0
167978.44485807966,388.0
167978.46461171625,362.0
167978.4843653528,336.0
167978.50411898937,313.0
167978.52387262593,291.0
167978.54362626252,271.0
167978.56337989907,250.0
167978.58313353563,228.0
167978.6028871722,203.0
167978.62264080878,181.0
167978.64239444534,158.0
167978.6621480819,137.0
167978.68190171846,118.0
167978.70165535502,98.0
167978.7214089916,79.0
167978.74116262817,59.0
167978.76091626473,38.0
167978.7806699013,19.0
167978.80042353788,8.0
167978.82017717444,0.0
167978.839930811,0.0
167978.85968444755,0.0
167978.87943808414,0.0
167978.8991917207,0.0
167978.91894535726,0.0
167978.93869899382,0.0
167978.9584526304,0.0
167978.97820626697,0.0
167978.99795990353,0.0
167979.0177135401,0.0
167979.03746717665,0.0
167979.05722081324,0.0
167979.0769744498,0.0
167979.09672808636,0.0
167979.11648172291,0.0
167979.1362353595,0.0
167979.15598899606,0.0
167979.17574263262,0.0
167979.19549626918,0.0
167979.21524990577,0.0
167979.23500354233,0.0
167979.2547571789,0.0
167979.27451081545,0.0
167979.294264452,0.0
167979.3140180886,0.0
167979.33377172516,0.0
167979.35352536172,0.0
167979.37327899828,0.0
167979.39303263486,0.0
167979.41278627142,0.0
167979.43253990798,0.0
167979.45229354454,0.0
167979.47204718113,0.0
167979.4918008177,0.0
167979.51155445425,9.0
167979.5313080908,24.0
167979.55106172737,49.0
167979.57081536396,80.0
167979.59056900052,110.0
167979.61032263708,141.0
167979.63007627364,171.0
167979.64982991022,200.0
167979.66958354678,229.0
167979.68933718334,255.0
167979.7090908199,280.0
167979.7288444565,304.0
167979.74859809305,327.0
167979.7683517296,356.0
167979.78810536617,386.0
167979.80785900276,425.0
167979.82761263932,463.0
167979.84736627588,502.0
167979.86711991244,536.0
167979.886873549,563.0
167979.90662718558,585.0
167979.92638082214,603.0
167979.9461344587,624.0
167979.96588809526,644.0
167979.98564173185,667.0
167980.0053953684,688.0
167980.02514900497,707.0
167980.04490264153,722.0
167980.06465627812,737.0
167980.08440991468,749.0
167980.10416355124,763.0
167980.1239171878,776.0
167980.14367082436,787.0
167980.16342446094,798.0
167980.1831780975,805.0
167980.20293173406,812.0
167980.22268537062,818.0
167980.2424390072,824.0
167980.26219264377,829.0
167980.28194628033,835.0
167980.3016999169,839.0
167980.32145355348,843.0
167980.34120719004,846.0
167980.3609608266,847.0
167980.38071446316,849.0
167980.40046809975,850.0
167980.4202217363,849.0
167980.43997537286,849.0
167980.45972900942,846.0
167980.47948264598,843.0
167980.49923628257,837.0
167980.51898991913,830.0
167980.5387435557,825.0
167980.55849719225,820.0
167980.57825082884,821.0
167980.5980044654,828.0
167980.61775810196,840.0
167980.63751173852,853.0
167980.6572653751,863.0
167980.67701901167,868.0
167980.69677264823,867.0
167980.71652628478,865.0
167980.73627992134,862.0
167980.75603355793,862.0
167980.7757871945,861.0
167980.79554083105,862.0
167980.8152944676,859.0
167980.8350481042,854.0
167980.85480174076,847.0
167980.87455537732,842.0
167980.89430901388,838.0
167980.91406265047,837.0
167980.93381628703,833.0
167980.9535699236,830.0
167980.97332356015,824.0
167980.99307719673,817.0
167981.0128308333,812.0
167981.03258446985,807.0
167981.0523381064,806.0
167981.07209174297,805.0
167981.09184537956,806.0
167981.11159901612,806.0
167981.13135265268,805.0
167981.15110628924,805.0
167981.17085992583,803.0
167981.1906135624,800.0
167981.21036719895,796.0
167981.2301208355,792.0
167981.2498744721,786.0
167981.26962810865,781.0
167981.2893817452,774.0
