time_lsl,t_device,uV,device,seq,fs
222974.8018890677,1756024866.5272741,-98,H10,13,130.0
222974.8095813754,1756024866.5272741,-96,H10,13,130.0
222974.8172736831,1756024866.5272741,-93,H10,13,130.0
222974.8249659908,1756024866.5272741,-91,H10,13,130.0
222974.83265829846,1756024866.5272741,-86,H10,13,130.0
222974.84035060616,1756024866.5272741,-84,H10,13,130.0
222974.84804291386,1756024866.5272741,-79,H10,13,130.0
222974.85573522156,1756024866.5272741,-79,H10,13,130.0
222974.86342752926,1756024866.5272741,-76,H10,13,130.0
222974.87111983693,1756024866.5272741,-72,H10,13,130.0
222974.87881214463,1756024866.5272741,-72,H10,13,130.0
222974.88650445233,1756024866.5272741,-72,H10,13,130.0
222974.89419676003,1756024866.5272741,-69,H10,13,130.0
222974.9018890677,1756024866.5272741,-72,H10,13,130.0
222974.88970132644,1756024867.066786,-72,H10,14,130.0
222974.89739363414,1756024867.066786,-72,H10,14,130.0
222974.90508594183,1756024867.066786,-74,H10,14,130.0
222974.9127782495,1756024867.066786,-74,H10,14,130.0
222974.9204705572,1756024867.066786,-76,H10,14,130.0
222974.9281628649,1756024867.066786,-76,H10,14,130.0
222974.9358551726,1756024867.066786,-74,H10,14,130.0
222974.94354748027,1756024867.066786,-74,H10,14,130.0
222974.95123978797,1756024867.066786,-74,H10,14,130.0
222974.95893209567,1756024867.066786,-74,H10,14,130.0
222974.96662440337,1756024867.066786,-76,H10,14,130.0
222974.97431671104,1756024867.066786,-79,H10,14,130.0
222974.98200901874,1756024867.066786,-76,H10,14,130.0
222974.98970132644,1756024867.066786,-74,H10,14,130.0
222974.99739363414,1756024867.066786,-76,H10,14,130.0
222975.0050859418,1756024867.066786,-76,H10,14,130.0
222975.0127782495,1756024867.066786,-72,H10,14,130.0
222975.0204705572,1756024867.066786,-72,H10,14,130.0
222975.0281628649,1756024867.066786,-72,H10,14,130.0
222975.03585517258,1756024867.066786,-72,H10,14,130.0
222975.04354748028,1756024867.066786,-72,H10,14,130.0
222975.05123978798,1756024867.066786,-69,H10,14,130.0
222975.05893209568,1756024867.066786,-69,H10,14,130.0
222975.06662440335,1756024867.066786,-69,H10,14,130.0
222975.07431671105,1756024867.066786,-69,H10,14,130.0
222975.08200901875,1756024867.066786,-67,H10,14,130.0
222975.08970132645,1756024867.066786,-67,H10,14,130.0
222975.09739363412,1756024867.066786,-64,H10,14,130.0
222975.10508594182,1756024867.066786,-64,H10,14,130.0
222975.11277824952,1756024867.066786,-64,H10,14,130.0
222975.12047055722,1756024867.066786,-64,H10,14,130.0
222975.1281628649,1756024867.066786,-62,H10,14,130.0
222975.1358551726,1756024867.066786,-62,H10,14,130.0
222975.1435474803,1756024867.066786,-62,H10,14,130.0
222975.15123978799,1756024867.066786,-64,H10,14,130.0
222975.15893209566,1756024867.066786,-64,H10,14,130.0
222975.16662440335,1756024867.066786,-64,H10,14,130.0
222975.17431671105,1756024867.066786,-62,H10,14,130.0
222975.18200901875,1756024867.066786,-62,H10,14,130.0
222975.18970132642,1756024867.066786,-62,H10,14,130.0
222975.19739363412,1756024867.066786,-64,H10,14,130.0
222975.20508594182,1756024867.066786,-69,H10,14,130.0
222975.21277824952,1756024867.066786,-67,H10,14,130.0
222975.2204705572,1756024867.066786,-52,H10,14,130.0
222975.2281628649,1756024867.066786,-33,H10,14,130.0
222975.2358551726,1756024867.066786,-19,H10,14,130.0
222975.2435474803,1756024867.066786,-19,H10,14,130.0
222975.25123978796,1756024867.066786,-36,H10,14,130.0
222975.25893209566,1756024867.066786,-48,H10,14,130.0
222975.26662440336,1756024867.066786,-55,H10,14,130.0
222975.27431671106,1756024867.066786,-55,H10,14,130.0
222975.28200901873,1756024867.066786,-52,H10,14,130.0
222975.28970132643,1756024867.066786,-52,H10,14,130.0
222975.29739363413,1756024867.066786,-52,H10,14,130.0
222975.30508594183,1756024867.066786,-52,H10,14,130.0
222975.3127782495,1756024867.066786,-55,H10,14,130.0
222975.3204705572,1756024867.066786,-52,H10,14,130.0
222975.3281628649,1756024867.066786,-52,H10,14,130.0
222975.3358551726,1756024867.066786,-52,H10,14,130.0
222975.34354748027,1756024867.066786,-55,H10,14,130.0
222975.35123978797,1756024867.066786,-67,H10,14,130.0
222975.35893209567,1756024867.066786,-28,H10,14,130.0
222975.36662440337,1756024867.066786,235,H10,14,130.0
222975.37431671104,1756024867.066786,654,H10,14,130.0
222975.38200901874,1756024867.066786,769,H10,14,130.0
222975.38970132644,1756024867.066786,351,H10,14,130.0
222975.39739363414,1756024867.066786,-105,H10,14,130.0
222975.40508594183,1756024867.066786,-141,H10,14,130.0
222975.4127782495,1756024867.066786,-50,H10,14,130.0
222975.4204705572,1756024867.066786,-108,H10,14,130.0
222975.4281628649,1756024867.066786,-132,H10,14,130.0
222975.4358551726,1756024867.066786,-98,H10,14,130.0
222975.44354748027,1756024867.066786,-105,H10,14,130.0
222975.47703020132,1756024867.651607,-115,H10,15,130.0
222975.48472250902,1756024867.651607,-98,H10,15,130.0
222975.49241481672,1756024867.651607,-91,H10,15,130.0
222975.5001071244,1756024867.651607,-93,H10,15,130.0
222975.5077994321,1756024867.651607,-86,H10,15,130.0
222975.5154917398,1756024867.651607,-79,H10,15,130.0
222975.5231840475,1756024867.651607,-76,H10,15,130.0
222975.53087635516,1756024867.651607,-74,H10,15,130.0
222975.53856866286,1756024867.651607,-74,H10,15,130.0
222975.54626097056,1756024867.651607,-74,H10,15,130.0
222975.55395327826,1756024867.651607,-69,H10,15,130.0
222975.56164558593,1756024867.651607,-62,H10,15,130.0
222975.56933789363,1756024867.651607,-55,H10,15,130.0
222975.57703020133,1756024867.651607,-45,H10,15,130.0
222975.58472250903,1756024867.651607,-40,H10,15,130.0
222975.5924148167,1756024867.651607,-33,H10,15,130.0
222975.6001071244,1756024867.651607,-24,H10,15,130.0
222975.6077994321,1756024867.651607,-16,H10,15,130.0
222975.6154917398,1756024867.651607,-12,H10,15,130.0
222975.62318404746,1756024867.651607,-4,H10,15,130.0
222975.63087635516,1756024867.651607,2,H10,15,130.0
222975.63856866286,1756024867.651607,7,H10,15,130.0
222975.64626097056,1756024867.651607,9,H10,15,130.0
222975.65395327823,1756024867.651607,9,H10,15,130.0
222975.66164558593,1756024867.651607,9,H10,15,130.0
222975.66933789363,1756024867.651607,9,H10,15,130.0
222975.67703020133,1756024867.651607,7,H10,15,130.0
222975.684722509,1756024867.651607,-4,H10,15,130.0
222975.6924148167,1756024867.651607,-21,H10,15,130.0
222975.7001071244,1756024867.651607,-36,H10,15,130.0
222975.7077994321,1756024867.651607,-52,H10,15,130.0
222975.71549173977,1756024867.651607,-69,H10,15,130.0
222975.72318404747,1756024867.651607,-84,H10,15,130.0
222975.73087635517,1756024867.651607,-98,H10,15,130.0
222975.73856866287,1756024867.651607,-105,H10,15,130.0
222975.74626097054,1756024867.651607,-108,H10,15,130.0
222975.75395327824,1756024867.651607,-110,H10,15,130.0
222975.76164558594,1756024867.651607,-113,H10,15,130.0
222975.76933789364,1756024867.651607,-110,H10,15,130.0
222975.7770302013,1756024867.651607,-108,H10,15,130.0
222975.784722509,1756024867.651607,-103,H10,15,130.0
222975.7924148167,1756024867.651607,-103,H10,15,130.0
222975.8001071244,1756024867.651607,-103,H10,15,130.0
222975.80779943208,1756024867.651607,-101,H10,15,130.0
222975.81549173978,1756024867.651607,-93,H10,15,130.0
222975.82318404748,1756024867.651607,-93,H10,15,130.0
222975.83087635518,1756024867.651607,-93,H10,15,130.0
222975.83856866285,1756024867.651607,-91,H10,15,130.0
222975.84626097055,1756024867.651607,-84,H10,15,130.0
222975.85395327825,1756024867.651607,-79,H10,15,130.0
222975.86164558594,1756024867.651607,-72,H10,15,130.0
222975.86933789362,1756024867.651607,-69,H10,15,130.0
222975.8770302013,1756024867.651607,-67,H10,15,130.0
222975.884722509,1756024867.651607,-69,H10,15,130.0
222975.8924148167,1756024867.651607,-69,H10,15,130.0
222975.90010712438,1756024867.651607,-72,H10,15,130.0
222975.90779943208,1756024867.651607,-74,H10,15,130.0
222975.91549173978,1756024867.651607,-74,H10,15,130.0
222975.92318404748,1756024867.651607,-74,H10,15,130.0
222975.93087635515,1756024867.651607,-72,H10,15,130.0
222975.93856866285,1756024867.651607,-72,H10,15,130.0
222975.94626097055,1756024867.651607,-74,H10,15,130.0
222975.95395327825,1756024867.651607,-74,H10,15,130.0
222975.96164558592,1756024867.651607,-69,H10,15,130.0
222975.96933789362,1756024867.651607,-67,H10,15,130.0
222975.97703020132,1756024867.651607,-69,H10,15,130.0
222975.98472250902,1756024867.651607,-76,H10,15,130.0
222975.99241481672,1756024867.651607,-74,H10,15,130.0
222976.0001071244,1756024867.651607,-67,H10,15,130.0
222976.0077994321,1756024867.651607,-64,H10,15,130.0
222976.0154917398,1756024867.651607,-67,H10,15,130.0
222976.0231840475,1756024867.651607,-64,H10,15,130.0
222976.03087635516,1756024867.651607,-64,H10,15,130.0
222976.01214489937,1756024868.191488,-64,H10,16,130.0
222976.01983720707,1756024868.191488,-64,H10,16,130.0
222976.02752951477,1756024868.191488,-64,H10,16,130.0
222976.03522182244,1756024868.191488,-64,H10,16,130.0
222976.04291413014,1756024868.191488,-62,H10,16,130.0
222976.05060643784,1756024868.191488,-60,H10,16,130.0
222976.05829874554,1756024868.191488,-62,H10,16,130.0
222976.0659910532,1756024868.191488,-62,H10,16,130.0
222976.0736833609,1756024868.191488,-60,H10,16,130.0
222976.0813756686,1756024868.191488,-60,H10,16,130.0
222976.0890679763,1756024868.191488,-62,H10,16,130.0
222976.09676028398,1756024868.191488,-62,H10,16,130.0
222976.10445259168,1756024868.191488,-62,H10,16,130.0
222976.11214489938,1756024868.191488,-60,H10,16,130.0
222976.11983720708,1756024868.191488,-64,H10,16,130.0
222976.12752951475,1756024868.191488,-64,H10,16,130.0
222976.13522182245,1756024868.191488,-62,H10,16,130.0
222976.14291413015,1756024868.191488,-64,H10,16,130.0
222976.15060643785,1756024868.191488,-67,H10,16,130.0
222976.15829874552,1756024868.191488,-62,H10,16,130.0
222976.16599105322,1756024868.191488,-62,H10,16,130.0
222976.17368336092,1756024868.191488,-62,H10,16,130.0
222976.18137566862,1756024868.191488,-57,H10,16,130.0
222976.1890679763,1756024868.191488,-60,H10,16,130.0
222976.196760284,1756024868.191488,-64,H10,16,130.0
222976.2044525917,1756024868.191488,-62,H10,16,130.0
222976.2121448994,1756024868.191488,-62,H10,16,130.0
222976.21983720706,1756024868.191488,-69,H10,16,130.0
222976.22752951476,1756024868.191488,-62,H10,16,130.0
222976.23522182246,1756024868.191488,-48,H10,16,130.0
222976.24291413015,1756024868.191488,-28,H10,16,130.0
222976.25060643782,1756024868.191488,-21,H10,16,130.0
222976.25829874552,1756024868.191488,-36,H10,16,130.0
222976.26599105322,1756024868.191488,-50,H10,16,130.0
222976.27368336092,1756024868.191488,-52,H10,16,130.0
222976.2813756686,1756024868.191488,-55,H10,16,130.0
222976.2890679763,1756024868.191488,-60,H10,16,130.0
222976.296760284,1756024868.191488,-62,H10,16,130.0
222976.3044525917,1756024868.191488,-64,H10,16,130.0
222976.31214489936,1756024868.191488,-60,H10,16,130.0
222976.31983720706,1756024868.191488,-55,H10,16,130.0
222976.32752951476,1756024868.191488,-60,H10,16,130.0
222976.33522182246,1756024868.191488,-64,H10,16,130.0
222976.34291413013,1756024868.191488,-57,H10,16,130.0
222976.35060643783,1756024868.191488,-55,H10,16,130.0
222976.35829874553,1756024868.191488,-69,H10,16,130.0
222976.36599105323,1756024868.191488,-69,H10,16,130.0
222976.3736833609,1756024868.191488,98,H10,16,130.0
222976.3813756686,1756024868.191488,488,H10,16,130.0
222976.3890679763,1756024868.191488,723,H10,16,130.0
222976.396760284,1756024868.191488,406,H10,16,130.0
222976.40445259167,1756024868.191488,-98,H10,16,130.0
222976.41214489937,1756024868.191488,-180,H10,16,130.0
222976.41983720707,1756024868.191488,-50,H10,16,130.0
222976.42752951477,1756024868.191488,-88,H10,16,130.0
222976.43522182244,1756024868.191488,-134,H10,16,130.0
222976.44291413014,1756024868.191488,-98,H10,16,130.0
222976.45060643784,1756024868.191488,-93,H10,16,130.0
222976.45829874554,1756024868.191488,-108,H10,16,130.0
222976.4659910532,1756024868.191488,-91,H10,16,130.0
222976.4736833609,1756024868.191488,-84,H10,16,130.0
222976.4813756686,1756024868.191488,-91,H10,16,130.0
222976.4890679763,1756024868.191488,-81,H10,16,130.0
222976.49676028398,1756024868.191488,-69,H10,16,130.0
222976.50445259167,1756024868.191488,-64,H10,16,130.0
222976.51214489937,1756024868.191488,-67,H10,16,130.0
222976.51983720707,1756024868.191488,-62,H10,16,130.0
222976.52752951477,1756024868.191488,-52,H10,16,130.0
222976.53522182244,1756024868.191488,-48,H10,16,130.0
222976.54291413014,1756024868.191488,-45,H10,16,130.0
222976.55060643784,1756024868.191488,-36,H10,16,130.0
222976.55829874554,1756024868.191488,-31,H10,16,130.0
222976.5659910532,1756024868.191488,-28,H10,16,130.0
222976.5581251492,1756024868.730746,-16,H10,17,130.0
222976.5658174569,1756024868.730746,-9,H10,17,130.0
222976.5735097646,1756024868.730746,-4,H10,17,130.0
222976.58120207227,1756024868.730746,2,H10,17,130.0
222976.58889437997,1756024868.730746,7,H10,17,130.0
222976.59658668766,1756024868.730746,16,H10,17,130.0
222976.60427899536,1756024868.730746,24,H10,17,130.0
222976.61197130303,1756024868.730746,19,H10,17,130.0
222976.61966361073,1756024868.730746,16,H10,17,130.0
222976.62735591843,1756024868.730746,16,H10,17,130.0
222976.63504822613,1756024868.730746,19,H10,17,130.0
222976.6427405338,1756024868.730746,19,H10,17,130.0
222976.6504328415,1756024868.730746,12,H10,17,130.0
222976.6581251492,1756024868.730746,-7,H10,17,130.0
222976.6658174569,1756024868.730746,-26,H10,17,130.0
222976.67350976457,1756024868.730746,-38,H10,17,130.0
222976.68120207227,1756024868.730746,-60,H10,17,130.0
222976.68889437997,1756024868.730746,-84,H10,17,130.0
222976.69658668767,1756024868.730746,-93,H10,17,130.0
222976.70427899534,1756024868.730746,-101,H10,17,130.0
222976.71197130304,1756024868.730746,-110,H10,17,130.0
222976.71966361074,1756024868.730746,-115,H10,17,130.0
222976.72735591844,1756024868.730746,-117,H10,17,130.0
222976.7350482261,1756024868.730746,-117,H10,17,130.0
222976.7427405338,1756024868.730746,-115,H10,17,130.0
222976.7504328415,1756024868.730746,-110,H10,17,130.0
222976.7581251492,1756024868.730746,-110,H10,17,130.0
222976.76581745688,1756024868.730746,-110,H10,17,130.0
222976.77350976458,1756024868.730746,-108,H10,17,130.0
222976.78120207228,1756024868.730746,-103,H10,17,130.0
222976.78889437998,1756024868.730746,-98,H10,17,130.0
222976.79658668765,1756024868.730746,-96,H10,17,130.0
222976.80427899535,1756024868.730746,-93,H10,17,130.0
222976.81197130305,1756024868.730746,-93,H10,17,130.0
222976.81966361075,1756024868.730746,-86,H10,17,130.0
222976.82735591842,1756024868.730746,-84,H10,17,130.0
222976.83504822612,1756024868.730746,-84,H10,17,130.0
222976.84274053382,1756024868.730746,-79,H10,17,130.0
222976.85043284151,1756024868.730746,-79,H10,17,130.0
222976.85812514919,1756024868.730746,-79,H10,17,130.0
222976.86581745688,1756024868.730746,-79,H10,17,130.0
222976.87350976458,1756024868.730746,-76,H10,17,130.0
222976.88120207228,1756024868.730746,-79,H10,17,130.0
222976.88889437995,1756024868.730746,-79,H10,17,130.0
222976.89658668765,1756024868.730746,-76,H10,17,130.0
222976.90427899535,1756024868.730746,-76,H10,17,130.0
222976.91197130305,1756024868.730746,-76,H10,17,130.0
222976.91966361072,1756024868.730746,-79,H10,17,130.0
222976.92735591842,1756024868.730746,-76,H10,17,130.0
222976.93504822612,1756024868.730746,-76,H10,17,130.0
222976.94274053382,1756024868.730746,-79,H10,17,130.0
222976.9504328415,1756024868.730746,-79,H10,17,130.0
222976.9581251492,1756024868.730746,-76,H10,17,130.0
222976.9658174569,1756024868.730746,-76,H10,17,130.0
222976.9735097646,1756024868.730746,-76,H10,17,130.0
222976.98120207226,1756024868.730746,-74,H10,17,130.0
222976.98889437996,1756024868.730746,-74,H10,17,130.0
222976.99658668766,1756024868.730746,-72,H10,17,130.0
222977.00427899536,1756024868.730746,-69,H10,17,130.0
222977.01197130303,1756024868.730746,-72,H10,17,130.0
222977.01966361073,1756024868.730746,-72,H10,17,130.0
222977.02735591843,1756024868.730746,-72,H10,17,130.0
222977.03504822613,1756024868.730746,-69,H10,17,130.0
222977.0427405338,1756024868.730746,-67,H10,17,130.0
222977.0504328415,1756024868.730746,-69,H10,17,130.0
222977.0581251492,1756024868.730746,-69,H10,17,130.0
222977.0658174569,1756024868.730746,-67,H10,17,130.0
222977.0735097646,1756024868.730746,-64,H10,17,130.0
222977.08120207227,1756024868.730746,-64,H10,17,130.0
222977.08889437997,1756024868.730746,-64,H10,17,130.0
222977.09658668766,1756024868.730746,-64,H10,17,130.0
222977.10427899536,1756024868.730746,-67,H10,17,130.0
222977.11197130303,1756024868.730746,-64,H10,17,130.0
222977.09481226484,1756024869.273382,-64,H10,18,130.0
222977.10250457254,1756024869.273382,-64,H10,18,130.0
222977.11019688024,1756024869.273382,-62,H10,18,130.0
222977.1178891879,1756024869.273382,-62,H10,18,130.0
222977.1255814956,1756024869.273382,-62,H10,18,130.0
222977.1332738033,1756024869.273382,-69,H10,18,130.0
222977.140966111,1756024869.273382,-74,H10,18,130.0
222977.14865841868,1756024869.273382,-72,H10,18,130.0
222977.15635072638,1756024869.273382,-60,H10,18,130.0
222977.16404303408,1756024869.273382,-43,H10,18,130.0
222977.17173534178,1756024869.273382,-26,H10,18,130.0
222977.17942764945,1756024869.273382,-24,H10,18,130.0
222977.18711995715,1756024869.273382,-43,H10,18,130.0
222977.19481226485,1756024869.273382,-60,H10,18,130.0
222977.20250457255,1756024869.273382,-64,H10,18,130.0
222977.21019688022,1756024869.273382,-64,H10,18,130.0
222977.21788918792,1756024869.273382,-62,H10,18,130.0
222977.22558149562,1756024869.273382,-62,H10,18,130.0
222977.23327380331,1756024869.273382,-64,H10,18,130.0
222977.24096611099,1756024869.273382,-64,H10,18,130.0
222977.24865841868,1756024869.273382,-62,H10,18,130.0
222977.25635072638,1756024869.273382,-62,H10,18,130.0
222977.26404303408,1756024869.273382,-60,H10,18,130.0
222977.27173534175,1756024869.273382,-57,H10,18,130.0
222977.27942764945,1756024869.273382,-62,H10,18,130.0
222977.28711995715,1756024869.273382,-76,H10,18,130.0
222977.29481226485,1756024869.273382,-50,H10,18,130.0
222977.30250457252,1756024869.273382,185,H10,18,130.0
222977.31019688022,1756024869.273382,596,H10,18,130.0
222977.31788918792,1756024869.273382,733,H10,18,130.0
222977.32558149562,1756024869.273382,324,H10,18,130.0
222977.3332738033,1756024869.273382,-127,H10,18,130.0
222977.340966111,1756024869.273382,-149,H10,18,130.0
222977.3486584187,1756024869.273382,-50,H10,18,130.0
222977.3563507264,1756024869.273382,-108,H10,18,130.0
222977.36404303406,1756024869.273382,-132,H10,18,130.0
222977.37173534176,1756024869.273382,-96,H10,18,130.0
222977.37942764946,1756024869.273382,-103,H10,18,130.0
222977.38711995716,1756024869.273382,-113,H10,18,130.0
222977.39481226483,1756024869.273382,-96,H10,18,130.0
222977.40250457253,1756024869.273382,-91,H10,18,130.0
222977.41019688023,1756024869.273382,-91,H10,18,130.0
222977.41788918793,1756024869.273382,-84,H10,18,130.0
222977.4255814956,1756024869.273382,-76,H10,18,130.0
222977.4332738033,1756024869.273382,-74,H10,18,130.0
222977.440966111,1756024869.273382,-67,H10,18,130.0
222977.4486584187,1756024869.273382,-64,H10,18,130.0
222977.45635072637,1756024869.273382,-60,H10,18,130.0
222977.46404303407,1756024869.273382,-55,H10,18,130.0
222977.47173534177,1756024869.273382,-45,H10,18,130.0
222977.47942764946,1756024869.273382,-40,H10,18,130.0
222977.48711995714,1756024869.273382,-33,H10,18,130.0
222977.49481226483,1756024869.273382,-28,H10,18,130.0
222977.50250457253,1756024869.273382,-21,H10,18,130.0
222977.51019688023,1756024869.273382,-14,H10,18,130.0
222977.5178891879,1756024869.273382,-7,H10,18,130.0
222977.5255814956,1756024869.273382,0,H10,18,130.0
222977.5332738033,1756024869.273382,7,H10,18,130.0
222977.540966111,1756024869.273382,12,H10,18,130.0
222977.54865841867,1756024869.273382,16,H10,18,130.0
222977.55635072637,1756024869.273382,16,H10,18,130.0
222977.56404303407,1756024869.273382,16,H10,18,130.0
222977.57173534177,1756024869.273382,14,H10,18,130.0
222977.57942764944,1756024869.273382,12,H10,18,130.0
222977.58711995714,1756024869.273382,4,H10,18,130.0
222977.59481226484,1756024869.273382,-2,H10,18,130.0
222977.60250457254,1756024869.273382,-14,H10,18,130.0
222977.61019688024,1756024869.273382,-31,H10,18,130.0
222977.6178891879,1756024869.273382,-50,H10,18,130.0
222977.6255814956,1756024869.273382,-67,H10,18,130.0
222977.6332738033,1756024869.273382,-84,H10,18,130.0
222977.640966111,1756024869.273382,-96,H10,18,130.0
222977.64865841868,1756024869.273382,-103,H10,18,130.0
222977.72245963773,1756024869.90198,-108,H10,19,130.0
222977.73015194543,1756024869.90198,-110,H10,19,130.0
222977.73784425313,1756024869.90198,-113,H10,19,130.0
222977.7455365608,1756024869.90198,-120,H10,19,130.0
222977.7532288685,1756024869.90198,-117,H10,19,130.0
222977.7609211762,1756024869.90198,-113,H10,19,130.0
222977.7686134839,1756024869.90198,-110,H10,19,130.0
222977.77630579157,1756024869.90198,-108,H10,19,130.0
222977.78399809927,1756024869.90198,-105,H10,19,130.0
222977.79169040697,1756024869.90198,-103,H10,19,130.0
222977.79938271467,1756024869.90198,-101,H10,19,130.0
222977.80707502234,1756024869.90198,-96,H10,19,130.0
222977.81476733004,1756024869.90198,-91,H10,19,130.0
222977.82245963774,1756024869.90198,-86,H10,19,130.0
222977.83015194544,1756024869.90198,-81,H10,19,130.0
222977.8378442531,1756024869.90198,-79,H10,19,130.0
222977.8455365608,1756024869.90198,-76,H10,19,130.0
222977.8532288685,1756024869.90198,-74,H10,19,130.0
222977.8609211762,1756024869.90198,-72,H10,19,130.0
222977.86861348388,1756024869.90198,-69,H10,19,130.0
222977.87630579158,1756024869.90198,-72,H10,19,130.0
222977.88399809928,1756024869.90198,-72,H10,19,130.0
222977.89169040698,1756024869.90198,-72,H10,19,130.0
222977.89938271465,1756024869.90198,-72,H10,19,130.0
222977.90707502235,1756024869.90198,-69,H10,19,130.0
222977.91476733005,1756024869.90198,-69,H10,19,130.0
222977.92245963775,1756024869.90198,-72,H10,19,130.0
222977.93015194542,1756024869.90198,-72,H10,19,130.0
222977.93784425312,1756024869.90198,-69,H10,19,130.0
222977.94553656082,1756024869.90198,-69,H10,19,130.0
222977.95322886851,1756024869.90198,-67,H10,19,130.0
222977.96092117619,1756024869.90198,-67,H10,19,130.0
222977.96861348388,1756024869.90198,-67,H10,19,130.0
222977.97630579158,1756024869.90198,-67,H10,19,130.0
222977.98399809928,1756024869.90198,-64,H10,19,130.0
222977.99169040695,1756024869.90198,-64,H10,19,130.0
222977.99938271465,1756024869.90198,-62,H10,19,130.0
222978.00707502235,1756024869.90198,-62,H10,19,130.0
222978.01476733005,1756024869.90198,-60,H10,19,130.0
222978.02245963772,1756024869.90198,-62,H10,19,130.0
222978.03015194542,1756024869.90198,-60,H10,19,130.0
222978.03784425312,1756024869.90198,-57,H10,19,130.0
222978.04553656082,1756024869.90198,-57,H10,19,130.0
222978.0532288685,1756024869.90198,-57,H10,19,130.0
222978.0609211762,1756024869.90198,-57,H10,19,130.0
222978.0686134839,1756024869.90198,-55,H10,19,130.0
222978.0763057916,1756024869.90198,-52,H10,19,130.0
222978.08399809926,1756024869.90198,-52,H10,19,130.0
222978.09169040696,1756024869.90198,-55,H10,19,130.0
222978.09938271466,1756024869.90198,-52,H10,19,130.0
222978.10707502236,1756024869.90198,-52,H10,19,130.0
222978.11476733003,1756024869.90198,-52,H10,19,130.0
222978.12245963773,1756024869.90198,-52,H10,19,130.0
222978.13015194543,1756024869.90198,-55,H10,19,130.0
222978.13784425313,1756024869.90198,-52,H10,19,130.0
222978.1455365608,1756024869.90198,-52,H10,19,130.0
222978.1532288685,1756024869.90198,-55,H10,19,130.0
222978.1609211762,1756024869.90198,-52,H10,19,130.0
222978.1686134839,1756024869.90198,-50,H10,19,130.0
222978.17630579157,1756024869.90198,-50,H10,19,130.0
222978.18399809927,1756024869.90198,-50,H10,19,130.0
222978.19169040697,1756024869.90198,-48,H10,19,130.0
222978.19938271467,1756024869.90198,-50,H10,19,130.0
222978.20707502234,1756024869.90198,-50,H10,19,130.0
222978.21476733004,1756024869.90198,-52,H10,19,130.0
222978.22245963773,1756024869.90198,-55,H10,19,130.0
222978.23015194543,1756024869.90198,-57,H10,19,130.0
222978.23784425313,1756024869.90198,-57,H10,19,130.0
222978.2455365608,1756024869.90198,-45,H10,19,130.0
222978.2532288685,1756024869.90198,-26,H10,19,130.0
222978.2609211762,1756024869.90198,-9,H10,19,130.0
222978.2686134839,1756024869.90198,-12,H10,19,130.0
222978.27630579157,1756024869.90198,-28,H10,19,130.0
222978.26338763357,1756024870.441452,-43,H10,20,130.0
222978.27107994127,1756024870.441452,-50,H10,20,130.0
222978.27877224897,1756024870.441452,-50,H10,20,130.0
222978.28646455664,1756024870.441452,-48,H10,20,130.0
222978.29415686434,1756024870.441452,-50,H10,20,130.0
222978.30184917204,1756024870.441452,-50,H10,20,130.0
222978.30954147974,1756024870.441452,-48,H10,20,130.0
222978.3172337874,1756024870.441452,-50,H10,20,130.0
222978.3249260951,1756024870.441452,-50,H10,20,130.0
222978.3326184028,1756024870.441452,-48,H10,20,130.0
222978.3403107105,1756024870.441452,-48,H10,20,130.0
222978.34800301818,1756024870.441452,-52,H10,20,130.0
222978.35569532588,1756024870.441452,-69,H10,20,130.0
222978.36338763358,1756024870.441452,-40,H10,20,130.0
222978.37107994128,1756024870.441452,209,H10,20,130.0
222978.37877224895,1756024870.441452,634,H10,20,130.0
222978.38646455665,1756024870.441452,791,H10,20,130.0
222978.39415686435,1756024870.441452,401,H10,20,130.0
222978.40184917205,1756024870.441452,-91,H10,20,130.0
222978.40954147972,1756024870.441452,-161,H10,20,130.0
222978.41723378742,1756024870.441452,-60,H10,20,130.0
222978.42492609512,1756024870.441452,-105,H10,20,130.0
222978.43261840282,1756024870.441452,-139,H10,20,130.0
222978.4403107105,1756024870.441452,-105,H10,20,130.0
222978.4480030182,1756024870.441452,-108,H10,20,130.0
222978.4556953259,1756024870.441452,-120,H10,20,130.0
222978.4633876336,1756024870.441452,-103,H10,20,130.0
222978.47107994126,1756024870.441452,-96,H10,20,130.0
222978.47877224896,1756024870.441452,-96,H10,20,130.0
222978.48646455666,1756024870.441452,-88,H10,20,130.0
222978.49415686436,1756024870.441452,-84,H10,20,130.0
222978.50184917203,1756024870.441452,-79,H10,20,130.0
222978.50954147973,1756024870.441452,-74,H10,20,130.0
222978.51723378742,1756024870.441452,-67,H10,20,130.0
222978.52492609512,1756024870.441452,-64,H10,20,130.0
222978.5326184028,1756024870.441452,-60,H10,20,130.0
222978.5403107105,1756024870.441452,-55,H10,20,130.0
222978.5480030182,1756024870.441452,-48,H10,20,130.0
222978.5556953259,1756024870.441452,-40,H10,20,130.0
222978.56338763356,1756024870.441452,-36,H10,20,130.0
222978.57107994126,1756024870.441452,-28,H10,20,130.0
222978.57877224896,1756024870.441452,-21,H10,20,130.0
222978.58646455666,1756024870.441452,-16,H10,20,130.0
222978.59415686433,1756024870.441452,-12,H10,20,130.0
222978.60184917203,1756024870.441452,-7,H10,20,130.0
222978.60954147973,1756024870.441452,0,H10,20,130.0
222978.61723378743,1756024870.441452,4,H10,20,130.0
222978.6249260951,1756024870.441452,7,H10,20,130.0
