LSL_Timestamp,BreathingValue
176855.5433431,481
176855.5642841,481
176855.5822358,481
176855.6031813,482
176855.6211376,481
176855.6420863,481
176855.6630148,481
176855.6809948,481
176855.7019175,482
176855.719864,480
176855.7408125,481
176855.7617925,480
176855.7797238,481
176855.8006557,481
176855.8186044,481
176855.8395464,482
176855.8605143,481
176855.8784503,482
176855.8984829,482
176855.9187428,481
176855.9396522,482
176855.9576114,481
176855.9785456,481
176855.9964925,481
176856.0174373,481
176856.0383902,481
176856.0563381,482
176856.077299,481
176856.0952254,482
176856.1161746,480
176856.1371176,482
176856.1550733,480
176856.1760214,482
176856.1939637,481
176856.2136679,482
176856.2346041,481
176856.255556,482
176856.2735085,481
176856.2944458,482
176856.3124015,482
176856.3333398,482
176856.3543142,482
176856.3722826,482
176856.3931856,482
176856.4111477,483
176856.4320895,481
176856.4530569,482
176856.4709755,481
176856.4919178,482
176856.5098723,481
176856.5308097,483
176856.5517653,481
176856.5697065,482
176856.5906955,482
176856.608774,481
176856.6308429,483
176856.6488245,481
176856.6697307,483
176856.6876688,482
176856.7086116,483
176856.7295564,482
176856.7475305,482
176856.7684571,482
176856.7864078,482
176856.8073582,481
176856.8283192,481
176856.8462651,482
176856.8671745,482
176856.8851303,482
176856.9060822,482
176856.9265512,481
176856.9445142,482
176856.9654568,481
176856.9864319,483
176857.0043555,483
176857.0253096,483
176857.0432495,483
176857.0641792,483
176857.0851372,482
176857.1030742,482
176857.1240235,482
176857.1419712,482
176857.1629482,482
176857.1838939,483
176857.201829,482
176857.2227677,481
176857.2407272,482
176857.2616526,481
176857.2826057,482
176857.3005479,482
176857.3215157,483
176857.3394947,483
176857.3604527,482
176857.3813507,482
176857.3993019,481
176857.4202422,481
176857.4381917,482
176857.4591496,482
176857.480101,482
176857.4980348,482
176857.5189686,481
176857.5369346,482
176857.5578692,481
176857.5788067,483
176857.5967669,481
176857.6177045,483
176857.6356604,482
176857.656643,482
176857.6775545,482
176857.6954972,482
176857.7164414,482
176857.7374077,482
176857.755338,482
176857.7763065,482
176857.7942307,483
176857.8151736,482
176857.8361207,482
176857.8540792,482
176857.8750318,481
176857.8929701,482
176857.9139199,482
176857.9343934,482
176857.9523778,483
176857.9733051,482
176857.9912506,483
176858.0121899,483
176858.0331572,483
176858.0510784,483
176858.0720326,482
176858.089987,482
176858.1109244,482
176858.1318635,482
176858.1498156,482
176858.1707624,483
176858.1917184,483
176858.2096635,483
176858.2306026,483
176858.2485819,483
176858.2694952,483
176858.2904676,483
176858.3084015,483
176858.3293425,483
176858.3472946,484
176858.368238,484
176858.3891741,483
176858.407163,484
176858.4277706,483
176858.4457046,483
176858.4666627,483
176858.4875912,483
176858.5055576,484
176858.5265156,483
176858.5443492,483
176858.5653167,483
176858.5862392,483
176858.6041999,482
176858.6241964,483
176858.6438751,483
176858.664766,483
176858.6827219,483
176858.7036575,483
176858.7246447,483
176858.7424751,483
176858.7634148,483
176858.7813718,483
176858.8023032,483
176858.8232435,483
176858.8412197,483
176858.8621347,483
176858.8801005,483
176858.9005702,483
176858.9210342,483
176858.9420374,483
176858.9599508,482
176858.9808962,483
176858.9988256,482
176859.0197812,482
176859.0407071,482
176859.0586694,482
176859.0796072,483
176859.0975564,482
176859.118496,482
176859.1394411,483
176859.1574082,482
176859.1783419,483
176859.1962907,482
176859.2172385,483
176859.2381779,483
176859.2561524,483
176859.2770938,483
176859.2950467,482
176859.3159783,483
176859.3369457,483
176859.3548765,484
176859.3758255,484
176859.3937666,484
176859.414713,483
176859.4356648,483
176859.4536159,483
176859.4745832,483
176859.4925725,483
176859.5134566,483
176859.5343969,483
176859.5523538,483
176859.5733134,483
176859.591248,484
176859.6122004,483
176859.6331341,484
176859.6510807,484
176859.6720206,484
176859.6899934,484
176859.7109199,484
176859.7318653,483
176859.7498325,484
176859.7707515,484
176859.7887385,483
176859.809677,484
176859.8306023,483
176859.8485459,484
176859.8694966,484
176859.8904634,484
176859.9083899,483
176859.9288708,483
176859.9468276,483
176859.9677714,483
176859.9887164,484
176860.0066585,484
176860.0276699,483
176860.0455631,483
176860.0664998,483
176860.0874472,483
176860.1054294,483
176860.1263493,483
176860.1442939,483
176860.1652482,483
176860.1862264,483
176860.2041358,484
176860.2250848,483
176860.2430484,484
176860.2639909,483
176860.2849133,483
176860.3028779,484
176860.3238015,483
176860.3418023,484
176860.3626976,484
176860.3836495,484
176860.4016057,483
176860.4225694,484
176860.443503,483
176860.4614421,483
176860.4816765,483
176860.5026135,483
176860.5205696,483
176860.5415083,483
176860.5594754,483
176860.5799649,483
176860.600882,484
176860.6188327,483
176860.6393389,484
176860.6594705,483
176860.6803904,483
176860.6983463,483
176860.7193216,483
176860.7379436,483
176860.7583186,483
176860.7790627,483
176860.7985706,483
176860.8164982,483
176860.8364906,483
176860.8569327,484
176860.8778771,483
176860.895467,484
176860.9147823,484
176860.9357245,485
176860.9561606,484
176860.974107,484
176860.995068,484
176861.0154538,484
176861.0349787,484
176861.052932,483
176861.0732895,484
176861.0942365,483
176861.1121874,483
176861.133131,483
176861.1526394,483
176861.1720138,483
176861.1929626,484
176861.2139113,483
176861.2313766,485
176861.252321,484
176861.2702736,485
176861.291293,485
176861.3121688,485
176861.3301206,485
176861.3506039,485
176861.3707564,484
176861.3916831,484
176861.4089014,483
176861.4296476,483
176861.4506181,484
176861.4685306,484
176861.4894654,484
176861.5074229,485
176861.5279175,484
176861.5488283,485
176861.5667829,484
176861.587733,484
176861.608682,484
176861.6266198,484
176861.6475701,484
176861.6680341,484
176861.685985,484
176861.7069294,484
176861.7249033,484
176861.7458929,484
176861.7668315,484
176861.7847415,484
176861.8056878,484
176861.823628,484
176861.8441152,483
176861.8650379,484
176861.8829976,483
176861.9039346,484
176861.9237607,484
176861.9447273,484
176861.9621953,484
176861.9831432,484
176862.0010744,484
176862.0220304,483
176862.0429609,484
176862.0609209,484
176862.0818623,483
176862.0998146,483
176862.1207868,483
176862.1417099,484
176862.1619535,483
176862.1798914,484
176862.200862,483
176862.2187802,483
176862.2397343,484
176862.2602184,482
176862.2781623,483
176862.299101,482
176862.3200407,482
176862.3379983,482
176862.3589571,482
176862.3769169,483
176862.3978575,483
176862.4181425,483
176862.4376175,483
176862.4555642,484
176862.4759462,483
176862.4960104,484
176862.5169143,483
176862.5348585,484
176862.5553182,483
176862.5762971,483
176862.5942191,483
176862.6151741,483
176862.6353782,484
176862.6533185,484
176862.6752385,483
176862.6927187,483
176862.7136514,483
176862.7322715,483
176862.7532348,483
176862.7741492,483
176862.7920864,483
176862.8130379,483
176862.8309878,484
176862.8505179,484
176862.8714631,484
176862.8923969,484
176862.9103525,484
176862.9298005,484
176862.9493166,484
176862.9702103,483
176862.9900482,483
176863.0084503,483
176863.0284838,483
176863.0494335,483
176863.070327,483
176863.0882638,483
176863.1092225,484
176863.1288029,483
176863.1467418,484
176863.1676815,483
176863.1886405,484
176863.2066221,484
176863.2273571,484
176863.2464748,484
176863.2674369,483
176863.2879207,483
176863.3058548,482
176863.3268104,483
176863.3445733,483
176863.365493,484
176863.386416,483
176863.404348,483
176863.4256009,483
176863.4436488,483
176863.4640183,483
176863.4852315,484
176863.5031849,484
176863.5241178,483
176863.5420617,483
176863.5630304,483
176863.5823346,483
176863.602398,483
176863.623338,484
176863.6413009,483
176863.6622349,483
176863.6801966,483
176863.7011507,483
176863.7221008,483
176863.7400296,483
176863.7605584,483
176863.7814864,483
176863.7994344,483
176863.8203768,483
176863.8383814,483
176863.8592833,483
176863.8802284,483
176863.898172,482
176863.918646,482
176863.9395864,482
176863.9575842,483
176863.9775306,482
176863.9965836,483
176864.0186912,483
176864.0366337,483
176864.0570463,483
176864.0780008,483
176864.0959379,483
176864.1168902,483
176864.1348316,482
176864.155773,483
176864.1767166,482
176864.1947201,483
176864.2156204,482
176864.2335673,483
176864.2545109,483
176864.2754872,483
176864.2934306,483
176864.3143618,483
176864.332333,483
176864.3532645,483
176864.3737394,484
176864.3916972,483
176864.4126365,483
176864.4335868,483
176864.4515311,483
176864.4724659,483
