time_lsl,uV
7019.705951781882,12.0
7019.713644089574,4.0
7019.721336397266,7.0
7019.729028704958,21.0
7019.73672101265,7.0
7019.744413320343,24.0
7019.752105628035,24.0
7019.759797935727,14.0
7019.767490243419,31.0
7019.775182551111,16.0
7019.782874858804,21.0
7019.790567166496,28.0
7019.798259474188,14.0
7019.80595178188,31.0
7019.813644089572,28.0
7019.8213363972645,28.0
7019.829028704957,45.0
7019.836721012649,28.0
7019.844413320341,45.0
7019.852105628033,45.0
7019.8597979357255,31.0
7019.867490243418,48.0
7019.87518255111,38.0
7019.882874858802,45.0
7019.890567166494,50.0
7019.8982594741865,36.0
7019.905951781879,52.0
7019.913644089571,43.0
7019.921336397263,40.0
7019.929028704955,69.0
7019.9367210126475,69.0
7019.94441332034,93.0
7019.952105628032,98.0
7019.959797935724,89.0
7019.967490243416,101.0
7019.975182551108,89.0
7019.982874858801,93.0
7019.990567166493,96.0
7019.998259474185,79.0
7020.005951781877,91.0
7020.013644089569,79.0
7020.021336397262,72.0
7020.029028704954,79.0
7020.036721012646,57.0
7020.044413320338,67.0
7020.05210562803,65.0
7020.059797935723,45.0
7020.067490243415,48.0
7020.075182551107,105.0
7020.082874858799,361.0
7020.090567166491,607.0
7020.116760637653,505.0
7020.124452945345,192.0
7020.132145253037,7.0
7020.13983756073,26.0
7020.147529868422,31.0
7020.155222176114,-21.0
7020.162914483806,7.0
7020.170606791498,19.0
7020.178299099191,-9.0
7020.185991406883,9.0
7020.193683714575,7.0
7020.201376022267,7.0
7020.209068329959,14.0
7020.2167606376515,2.0
7020.224452945344,16.0
7020.232145253036,12.0
7020.239837560728,12.0
7020.24752986842,26.0
7020.2552221761125,12.0
7020.262914483805,26.0
7020.270606791497,31.0
7020.278299099189,26.0
7020.285991406881,45.0
7020.2936837145735,38.0
7020.301376022266,48.0
7020.309068329958,57.0
7020.31676063765,45.0
7020.324452945342,65.0
7020.3321452530345,62.0
7020.339837560727,57.0
7020.347529868419,72.0
7020.355222176111,55.0
7020.362914483803,65.0
7020.370606791495,65.0
7020.378299099188,52.0
7020.38599140688,60.0
7020.393683714572,38.0
7020.401376022264,31.0
7020.409068329956,31.0
7020.416760637649,12.0
7020.424452945341,21.0
7020.432145253033,12.0
7020.439837560725,7.0
7020.447529868417,21.0
7020.45522217611,2.0
7020.462914483802,12.0
7020.470606791494,14.0
7020.478299099186,0.0
7020.485991406878,16.0
7020.493683714571,7.0
7020.501376022263,7.0
7020.509068329955,12.0
7020.516760637647,-4.0
7020.524452945339,14.0
7020.532145253032,4.0
7020.539837560724,0.0
7020.547529868416,14.0
7020.555222176108,0.0
7020.5629144838,7.0
7020.5706067914925,9.0
7020.578299099185,2.0
7020.585991406877,16.0
7020.593683714569,0.0
7020.601376022261,4.0
7020.6090683299535,14.0
7020.616760637646,-4.0
7020.624452945338,12.0
7020.63214525303,2.0
7020.639837560722,-7.0
7020.6475298684145,12.0
7020.655222176107,-7.0
7020.662914483799,0.0
7020.670606791491,4.0
7020.642707824654,-12.0
7020.6504001323465,0.0
7020.658092440039,-12.0
7020.665784747731,-9.0
7020.673477055423,2.0
7020.681169363115,-16.0
7020.6888616708075,-7.0
7020.6965539785,-14.0
7020.704246286192,-19.0
7020.711938593884,-7.0
7020.719630901576,-28.0
7020.727323209268,-24.0
7020.735015516961,-14.0
7020.742707824653,-19.0
7020.750400132345,9.0
7020.758092440037,0.0
7020.765784747729,-7.0
7020.773477055422,-4.0
7020.781169363114,-26.0
7020.788861670806,-12.0
7020.796553978498,-12.0
7020.80424628619,-24.0
7020.811938593883,-12.0
7020.819630901575,-26.0
7020.827323209267,-16.0
7020.835015516959,-16.0
7020.842707824651,-28.0
7020.850400132344,-9.0
7020.858092440036,-26.0
7020.865784747728,-40.0
7020.87347705542,-24.0
7020.881169363112,93.0
7020.8888616708045,387.0
7020.896553978497,539.0
7020.904246286189,339.0
7020.911938593881,43.0
7020.919630901573,-67.0
7020.9273232092655,-24.0
7020.935015516958,-50.0
7020.94270782465,-86.0
7020.950400132342,-45.0
7020.958092440034,-57.0
7020.9657847477265,-65.0
7020.973477055419,-45.0
7020.981169363111,-60.0
7020.988861670803,-48.0
7020.996553978495,-45.0
7021.0042462861875,-50.0
7021.01193859388,-36.0
7021.019630901572,-48.0
7021.027323209264,-38.0
7021.035015516956,-28.0
7021.0427078246485,-38.0
7021.050400132341,-19.0
7021.058092440033,-24.0
7021.065784747725,-19.0
7021.073477055417,0.0
7021.081169363109,-9.0
7021.088861670802,7.0
7021.096553978494,12.0
7021.104246286186,12.0
7021.111938593878,31.0
7021.11963090157,19.0
7021.127323209263,28.0
7021.135015516955,36.0
7021.142707824647,21.0
7021.150400132339,38.0
7021.158092440031,31.0
7021.165784747724,24.0
7021.173477055416,28.0
7021.181169363108,2.0
7021.1888616708,7.0
7021.196553978492,-2.0
7021.251106699654,-14.0
7021.258799007346,-4.0
7021.266491315038,-24.0
7021.274183622731,-16.0
7021.281875930423,-7.0
7021.289568238115,-21.0
7021.297260545807,-9.0
7021.304952853499,-19.0
7021.3126451611915,-16.0
7021.320337468884,-2.0
7021.328029776576,-21.0
7021.335722084268,-9.0
7021.34341439196,-7.0
7021.3511066996525,-14.0
7021.358799007345,0.0
7021.366491315037,-14.0
7021.374183622729,-9.0
7021.381875930421,-2.0
7021.3895682381135,-14.0
7021.397260545806,2.0
7021.404952853498,-7.0
7021.41264516119,-9.0
7021.420337468882,0.0
7021.4280297765745,-19.0
7021.435722084267,-7.0
7021.443414391959,-4.0
7021.451106699651,-14.0
7021.458799007343,2.0
7021.4664913150355,-16.0
7021.474183622728,-12.0
7021.48187593042,-2.0
7021.489568238112,-16.0
7021.497260545804,-7.0
7021.504952853496,-19.0
7021.512645161189,-21.0
7021.520337468881,-4.0
7021.528029776573,-24.0
7021.535722084265,-16.0
7021.543414391957,-19.0
7021.55110669965,-31.0
7021.558799007342,-16.0
7021.566491315034,-28.0
7021.574183622726,-21.0
7021.581875930418,-14.0
7021.589568238111,-33.0
7021.597260545803,-24.0
7021.604952853495,-33.0
7021.612645161187,-33.0
7021.620337468879,-7.0
7021.628029776572,-14.0
7021.635722084264,-4.0
7021.643414391956,-19.0
7021.651106699648,-36.0
7021.65879900734,-24.0
7021.6664913150325,-38.0
7021.674183622725,-36.0
7021.681875930417,-28.0
7021.689568238109,-45.0
7021.697260545801,-33.0
7021.7049528534935,-40.0
7021.712645161186,-45.0
7021.720337468878,-33.0
7021.72802977657,-48.0
7021.735722084262,-40.0
7021.7434143919545,-57.0
7021.751106699647,-50.0
7021.758799007339,144.0
7021.766491315031,411.0
7021.774183622723,486.0
7021.7818759304155,240.0
7021.789568238108,-43.0
7021.7972605458,-65.0
7021.804952853492,-48.0
7021.894118949653,-93.0
7021.901811257345,-93.0
7021.909503565037,-86.0
7021.917195872729,-79.0
7021.9248881804215,-81.0
7021.932580488114,-81.0
