time_lsl,value
7040.6147067285,"{""type"":""acc"",""fs"":50,""n"":18,""t_device"":1756822397.182314,""range_g"":4,""seq"":286,""device"":""H10"",""mG"":[[-938,74,150],[-938,75,151],[-936,74,150],[-936,72,151],[-935,73,148],[-934,73,147],[-935,72,147],[-934,70,149],[-934,69,150],[-932,71,147],[-933,69,147],[-933,71,146],[-934,69,147],[-934,71,150],[-935,72,150],[-940,72,149],[-939,67,148],[-933,66,150]]}"
7040.8186583745,"{""seq"":100,""bpm"":73,""device"":""H10"",""type"":""hr"",""t_device"":1756822397.030189}"
7040.8202550415,"{""type"":""rr"",""seq"":119,""ms"":832,""t_device"":1756822397.030189,""device"":""H10"",""te"":1756822367.7833302}"
7040.8203837915,"{""seq"":120,""te"":1756822368.6163301,""device"":""H10"",""ms"":833,""type"":""rr"",""t_device"":1756822397.030189}"
7040.8462981665,"{""seq"":176,""fs"":130,""type"":""ecg"",""device"":""H10"",""n"":73,""uV"":[-96,-122,-91,-103,-130,-101,-130,-125,-115,-130,-86,-110,-122,-103,-142,-122,-122,-134,-105,-142,-125,-108,-137,-105,-120,-130,-101,7,317,414,127,-103,-125,-81,-120,-149,-91,-115,-120,-79,-108,-84,-77,-89,-57,-77,-62,-45,-69,-31,-40,-40,-7,-33,-7,2,-9,24,2,14,33,7,36,19,4,24,-16,-4,-7,-26,9,-7,14],""t_device"":1756822397.061279}"
7040.8493231665,"{""type"":""pong"",""t2_ph"":1756822397.065345,""t0_pc"":1756822397.3760011,""device"":""H10"",""t1_ph"":1756822397.065326}"
7041.3013673335,"{""type"":""acc"",""fs"":50,""n"":18,""t_device"":1756822397.872287,""range_g"":4,""seq"":289,""device"":""H10"",""mG"":[[-936,76,146],[-937,76,147],[-936,79,147],[-937,78,148],[-940,78,147],[-940,79,147],[-938,80,147],[-938,80,146],[-938,80,146],[-938,81,144],[-937,79,145],[-938,79,145],[-940,79,146],[-940,78,145],[-938,77,145],[-937,76,145],[-937,77,147],[-937,80,146]]}"
7041.3861477495,"{""seq"":177,""fs"":130,""type"":""ecg"",""device"":""H10"",""n"":73,""uV"":[40,12,43,33,28,52,19,40,43,19,50,24,28,45,12,38,28,24,50,16,36,38,14,43,19,21,38,7,33,24,14,40,9,26,31,4,28,4,12,28,-7,21,9,-4,26,2,24,36,4,24,-2,0,21,-7,16,7,-4,24,-4,7,14,-24,2,110,397,597,385,72,-45,-19,-16,-72,-36],""t_device"":1756822397.6014671}"
7041.8078834165,"{""seq"":101,""bpm"":73,""device"":""H10"",""type"":""hr"",""t_device"":1756822398.020921}"
7041.8083489995,"{""type"":""rr"",""seq"":121,""ms"":831,""t_device"":1756822398.020921,""device"":""H10"",""te"":1756822369.4473302}"
7041.9887901665,"{""seq"":178,""t_device"":1756822398.2015538,""uV"":[-24,-62,-26,-40,-43,-16,-48,-21,-21,-36,-4,-28,-9,4,-19,16,7,9,36,9,36,38,19,48,21,33,40,7,28,4,-9,7,-31,-14,-16,-36,-7,-36,-26,-14,-43,-12,-26,-33,-7,-36,-12,-9,-28,0,-28,-21,-4,-31,-2,-14,-21,4,-28,-12,-9,-28,0,-26,-19,-7,-36,-4,-16,-26,0,-31,-16],""fs"":130,""type"":""ecg"",""n"":73,""device"":""H10""}"
7042.0191042085,"{""seq"":291,""mG"":[[-937,81,145],[-937,81,143],[-939,79,147],[-943,81,144],[-940,77,139],[-935,71,143],[-937,76,147],[-939,76,144],[-938,78,141],[-933,80,141],[-937,81,144],[-944,78,144],[-940,76,142],[-937,73,143],[-938,76,143],[-939,80,143],[-938,79,145],[-936,78,144]],""t_device"":1756822398.231045,""range_g"":4,""fs"":50,""type"":""acc"",""n"":18,""device"":""H10""}"
7042.0199145835,"{""type"":""acc"",""fs"":50,""n"":18,""t_device"":1756822398.591045,""range_g"":4,""seq"":292,""device"":""H10"",""mG"":[[-936,79,144],[-940,76,143],[-939,78,143],[-941,76,144],[-939,77,145],[-938,79,148],[-936,77,146],[-937,77,144],[-937,78,144],[-938,73,146],[-939,73,144],[-939,75,143],[-937,77,144],[-937,77,145],[-936,77,146],[-937,76,145],[-938,77,144],[-937,75,143]]}"
7042.5909657915,"{""seq"":179,""fs"":130,""device"":""H10"",""type"":""ecg"",""n"":73,""uV"":[-12,-33,-4,-28,-24,-12,-38,-4,-7,-9,14,-26,-14,-9,-33,-4,-26,-21,-4,-36,-12,-19,-26,-7,-52,24,267,503,496,158,-52,-24,-50,-67,-65,-62,-45,-72,-48,-40,-65,-28,-48,-48,-21,-45,-19,-24,-36,-2,-24,-4,12,-7,26,12,16,40,9,36,33,19,40,4,12,14,-24,0,-21,-26,-7,-36,-14],""t_device"":1756822398.803762}"
7042.707816624501,"{""seq"":294,""mG"":[[-938,76,143],[-938,76,143],[-938,76,144],[-937,77,143],[-939,76,144],[-939,78,145],[-939,80,142],[-938,79,143],[-938,77,145],[-942,79,143],[-937,76,141],[-938,72,142],[-938,76,148],[-939,75,145],[-937,78,139],[-933,79,139],[-937,81,144],[-944,80,144]],""fs"":50,""device"":""H10"",""type"":""acc"",""n"":18,""range_g"":4,""t_device"":1756822398.921414}"
7042.708465874501,"{""type"":""acc"",""fs"":50,""n"":18,""t_device"":1756822399.2814138,""range_g"":4,""seq"":295,""device"":""H10"",""mG"":[[-941,76,143],[-939,76,143],[-938,76,145],[-937,79,145],[-938,81,145],[-936,80,145],[-937,79,143],[-938,78,144],[-940,80,144],[-940,80,146],[-939,78,144],[-937,80,148],[-937,76,147],[-938,76,146],[-936,78,144],[-939,76,144],[-940,74,143],[-938,76,143]]}"
7042.824301041501,"{""seq"":102,""bpm"":73,""device"":""H10"",""type"":""hr"",""t_device"":1756822399.040179}"
7042.8247700835,"{""te"":1756822370.2643301,""type"":""rr"",""seq"":122,""t_device"":1756822399.040179,""device"":""H10"",""ms"":817}"
7043.1281568335,"{""seq"":180,""fs"":130,""device"":""H10"",""type"":""ecg"",""n"":73,""uV"":[-16,-33,-2,-31,-19,-4,-33,-2,-16,-19,4,-26,-7,-14,-28,2,-28,-19,-4,-33,-7,-21,-24,0,-33,-12,-14,-38,-9,-36,-28,-12,-43,-16,-31,-38,-14,-48,-26,-26,-50,-16,-31,-14,4,-28,-9,-28,-38,-12,-43,-26,-21,-43,-12,-38,-33,-16,-60,-38,77,349,546,332,31,-62,-48,-48,-96,-69,-52,-93,-57],""t_device"":1756822399.342701}"
7043.4294939995,"{""seq"":297,""mG"":[[-937,78,144],[-938,78,145],[-935,80,145],[-938,79,146],[-939,78,145],[-940,78,142],[-939,79,142],[-937,78,143],[-937,77,144],[-937,77,146],[-938,79,146],[-940,79,145],[-938,81,142],[-937,79,145],[-939,77,147],[-942,78,144],[-939,74,142],[-938,73,145]],""fs"":50,""device"":""H10"",""type"":""acc"",""n"":18,""range_g"":4,""t_device"":1756822399.642389}"
7043.434991333501,"{""type"":""acc"",""fs"":50,""n"":18,""t_device"":1756822400.002389,""range_g"":4,""seq"":298,""device"":""H10"",""mG"":[[-940,76,149],[-939,78,145],[-936,79,140],[-932,81,141],[-940,80,147],[-946,80,146],[-941,74,147],[-939,75,146],[-939,77,145],[-939,79,145],[-937,79,145],[-934,80,145],[-936,78,144],[-939,77,143],[-939,78,146],[-941,77,145],[-937,75,145],[-936,76,148]]}"
7043.6713671245,"{""seq"":181,""fs"":130,""type"":""ecg"",""device"":""H10"",""n"":73,""uV"":[-57,-72,-43,-69,-52,-43,-65,-33,-48,-38,-19,-50,-19,-19,-26,9,-12,4,12,-12,19,2,2,19,-19,-7,-21,-43,-24,-62,-52,-43,-69,-38,-60,-65,-38,-67,-48,-52,-65,-36,-65,-52,-38,-62,-33,-55,-57,-36,-67,-43,-45,-62,-33,-65,-55,-40,-67,-43,-60,-62,-38,-69,-52,-55,-67,-38,-69,-60,-48,-74,-50],""t_device"":1756822399.882123}"
7043.825772124501,"{""type"":""hr"",""seq"":103,""t_device"":1756822400.03001,""device"":""H10"",""bpm"":73}"
7043.8261951245,"{""seq"":123,""te"":1756822371.10433,""device"":""H10"",""ms"":840,""type"":""rr"",""t_device"":1756822400.03001}"
7044.1530097915,"{""seq"":300,""mG"":[[-937,78,147],[-938,77,148],[-938,75,148],[-938,73,148],[-938,73,146],[-938,73,145],[-937,75,146],[-937,76,147],[-937,77,148],[-937,76,148],[-938,76,147],[-938,75,148],[-938,75,147],[-937,75,147],[-938,74,148],[-936,76,148],[-937,75,148],[-937,77,147]],""fs"":50,""type"":""acc"",""device"":""H10"",""n"":18,""range_g"":4,""t_device"":1756822400.362248}"
7044.1534192915005,"{""seq"":301,""t_device"":1756822400.7222478,""mG"":[[-937,75,146],[-937,75,149],[-937,75,150],[-941,75,148],[-938,71,146],[-935,68,147],[-935,74,150],[-939,77,145],[-936,78,146],[-934,76,151],[-938,74,152],[-941,73,149],[-937,72,148],[-935,73,150],[-938,75,150],[-937,76,151],[-935,76,153],[-935,77,151]],""range_g"":4,""type"":""acc"",""fs"":50,""n"":18,""device"":""H10""}"
7044.2373744585,"{""type"":""ecg"",""fs"":130,""n"":73,""t_device"":1756822400.451797,""uV"":[-72,-74,-48,-81,-52,-40,-57,-36,-72,-67,-55,-86,-57,-69,-79,-57,-84,-62,-65,-86,-65,-101,-4,277,440,301,-28,-120,-50,-122,-137,-110,-127,-105,-125,-113,-91,-125,-96,-98,-105,-77,-103,-81,-74,-91,-57,-84,-69,-43,-77,-52,-60,-65,-26,-60,-50,-43,-72,-52,-86,-96,-86,-132,-120,-139,-156,-130,-158,-139,-132,-161,-127],""seq"":182,""device"":""H10""}"
7044.794552478999,"{""seq"":183,""fs"":130,""device"":""H10"",""type"":""ecg"",""n"":73,""uV"":[-146,-142,-115,-144,-118,-120,-130,-98,-132,-113,-96,-120,-91,-105,-103,-79,-110,-81,-79,-96,-65,-89,-74,-67,-91,-52,-67,-69,-43,-72,-50,-50,-67,-38,-62,-52,-40,-60,-21,-28,-26,-7,-50,-31,-26,-40,-14,-38,-21,-12,-38,-4,-19,-24,-12,-31,158,448,496,248,-36,-28,14,-60,-31,-21,-33,-2,-12,14,19,7,45],""t_device"":1756822400.99292}"
7044.835245103999,"{""seq"":104,""bpm"":73,""device"":""H10"",""type"":""hr"",""t_device"":1756822401.05051}"
7044.835661896001,"{""te"":1756822371.93733,""type"":""rr"",""seq"":124,""t_device"":1756822401.05051,""device"":""H10"",""ms"":833}"
7044.8693345209995,"{""seq"":303,""mG"":[[-934,75,151],[-934,73,150],[-935,77,153],[-935,72,145],[-932,71,147],[-933,73,150],[-934,74,148],[-935,73,145],[-935,71,146],[-936,72,147],[-938,70,150],[-936,73,152],[-935,76,150],[-937,74,149],[-937,74,148],[-937,72,146],[-937,74,147],[-937,74,147]],""fs"":50,""device"":""H10"",""type"":""acc"",""n"":18,""range_g"":4,""t_device"":1756822401.082762}"
7044.8698910620005,"{""type"":""acc"",""fs"":50,""n"":18,""t_device"":1756822401.442762,""range_g"":4,""seq"":304,""device"":""H10"",""mG"":[[-936,76,147],[-937,72,149],[-937,73,148],[-937,76,149],[-936,78,147],[-938,76,146],[-938,77,148],[-937,76,150],[-938,79,148],[-940,76,145],[-937,71,143],[-935,73,148],[-939,76,145],[-937,73,143],[-934,75,142],[-935,79,146],[-940,79,148],[-941,81,146]]}"
7045.3859320619995,"{""seq"":184,""fs"":130,""device"":""H10"",""type"":""ecg"",""n"":73,""uV"":[21,31,55,31,62,60,55,86,60,84,91,72,103,79,84,103,69,96,81,69,89,43,50,45,14,38,12,14,31,0,24,16,7,33,0,19,28,2,31,12,14,33,2,28,16,2,31,0,12,19,-9,16,-2,-2,16,-16,4,-2,-19,9,-16,-4,4,-26,0,-16,-21,-2,-33,-9,-14,-31,-2],""t_device"":1756822401.592921}"
7045.588503270999,"{""seq"":306,""mG"":[[-938,77,146],[-938,76,148],[-937,77,146],[-937,80,146],[-936,81,147],[-936,80,146],[-936,80,144],[-937,81,145],[-941,81,146],[-943,77,145],[-936,78,144],[-936,78,145],[-937,79,145],[-937,78,144],[-936,78,145],[-938,77,145],[-938,78,142],[-939,78,143]],""fs"":50,""device"":""H10"",""type"":""acc"",""n"":18,""range_g"":4,""t_device"":1756822401.802872}"
7045.588977936999,"{""seq"":307,""mG"":[[-938,78,145],[-940,76,147],[-938,79,145],[-937,78,146],[-938,79,146],[-939,79,143],[-939,80,143],[-938,82,145],[-939,81,145],[-937,80,143],[-936,82,143],[-939,84,144],[-937,85,144],[-937,82,142],[-937,80,145],[-939,82,147],[-941,77,144],[-938,67,142]],""t_device"":1756822402.1628718,""range_g"":4,""fs"":50,""type"":""acc"",""n"":18,""device"":""H10""}"
7045.892511353999,"{""seq"":105,""bpm"":73,""device"":""H10"",""type"":""hr"",""t_device"":1756822402.040709}"
7045.893801187,"{""type"":""rr"",""seq"":125,""ms"":827,""t_device"":1756822402.040709,""device"":""H10"",""te"":1756822372.76433}"
7045.893926270999,"{""seq"":126,""te"":1756822373.5943298,""device"":""H10"",""ms"":830,""type"":""rr"",""t_device"":1756822402.040709}"
7045.921034270999,"{""type"":""ecg"",""fs"":130,""n"":73,""t_device"":1756822402.131542,""uV"":[-33,-19,-2,-21,16,0,-12,4,-31,-9,-9,-28,0,-26,-19,-4,-31,-4,-28,-48,19,204,508,532,214,-19,-62,-28,-50,-79,-38,-65,-67,-33,-69,-50,-40,-62,-31,-50,-38,-19,-50,-16,-24,-28,2,-21,7,14,-7,26,7,9,31,4,16,7,-7,4,-26,-26,-24,-45,-36,-45,-50,-40,-55,-43,-48,-52,-40],""seq"":185,""device"":""H10""}"
7046.284696479001,"{""type"":""acc"",""fs"":50,""n"":18,""t_device"":1756822402.493295,""range_g"":4,""seq"":309,""device"":""H10"",""mG"":[[-936,57,142],[-939,57,145],[-939,58,144],[-936,66,140],[-938,70,140],[-948,61,136],[-950,44,128],[-944,34,125],[-941,31,134],[-939,36,143],[-939,48,146],[-936,63,149],[-934,75,153],[-934,80,156],[-938,82,156],[-940,83,154],[-940,83,148],[-936,84,148]]}"
7046.285612312,"{""seq"":310,""t_device"":1756822402.8532948,""mG"":[[-938,84,149],[-936,75,148],[-935,68,146],[-933,62,149],[-936,62,149],[-938,64,147],[-935,60,147],[-939,58,149],[-941,53,149],[-937,51,151],[-933,59,152],[-934,69,152],[-935,77,149],[-933,82,150],[-935,83,149],[-938,81,146],[-937,82,145],[-936,82,147]],""range_g"":4,""type"":""acc"",""fs"":50,""n"":18,""device"":""H10""}"
7046.488411687,"{""type"":""ecg"",""fs"":130,""n"":73,""t_device"":1756822402.701782,""uV"":[-55,-48,-43,-52,-38,-52,-43,-38,-62,-33,-38,-50,-28,-50,-36,-33,-50,-24,-48,-50,-28,-55,-31,-38,-45,-19,-60,-52,-40,-67,-40,-60,-55,-31,-65,-43,-50,-65,-38,-67,-40,-16,-43,-16,-40,-45,-24,-52,-28,-40,-57,-24,-55,-48,-36,-65,-45,-72,26,327,517,416,74,-105,-40,-81,-113,-84,-96,-74,-93,-93,-65],""seq"":186,""device"":""H10""}"
7046.822943083,"{""seq"":106,""bpm"":73,""device"":""H10"",""type"":""hr"",""t_device"":1756822403.0315099}"
7046.823475291001,"{""type"":""rr"",""seq"":127,""ms"":819,""t_device"":1756822403.0315099,""device"":""H10"",""te"":1756822374.4133298}"
7046.997892999001,"{""type"":""acc"",""fs"":50,""n"":18,""t_device"":1756822403.212635,""range_g"":4,""seq"":312,""device"":""H10"",""mG"":[[-934,85,152],[-934,88,155],[-934,89,156],[-936,87,156],[-940,86,153],[-943,80,148],[-938,67,146],[-935,56,150],[-938,54,149],[-939,58,143],[-935,64,141],[-936,76,147],[-939,79,149],[-939,79,149],[-938,77,147],[-938,77,149],[-938,77,149],[-937,78,150]]}"
7046.998437624001,"{""seq"":313,""mG"":[[-935,78,150],[-937,76,148],[-937,75,146],[-940,74,145],[-941,71,148],[-939,70,145],[-937,71,148],[-937,75,149],[-936,80,150],[-935,78,152],[-935,78,150],[-936,78,148],[-937,77,147],[-938,76,151],[-937,79,152],[-936,80,151],[-935,80,152],[-937,77,150]],""fs"":50,""device"":""H10"",""type"":""acc"",""n"":18,""range_g"":4,""t_device"":1756822403.572635}"
7047.025938208,"{""seq"":187,""t_device"":1756822403.241157,""uV"":[-96,-74,-72,-86,-52,-74,-65,-45,-72,-43,-50,-52,-24,-50,-31,-24,-38,-12,-36,-26,-14,-48,-26,-48,-72,-55,-93,-86,-91,-118,-91,-113,-108,-91,-120,-101,-113,-118,-91,-125,-108,-96,-125,-101,-115,-113,-101,-130,-103,-113,-125,-96,-127,-115,-113,-134,-105,-130,-134,-122,-151,-125,-132,-154,-122,-151,-151,-142,-154,-125,-156,-161,-134],""fs"":130,""type"":""ecg"",""n"":73,""device"":""H10""}"
7047.571634458,"{""seq"":188,""fs"":130,""device"":""H10"",""type"":""ecg"",""n"":73,""uV"":[-161,-146,-158,-171,-130,-154,-144,-139,-168,-144,-166,-166,-139,-175,-158,-163,-173,-139,-171,-168,-168,-180,9,274,358,127,-175,-180,-161,-226,-197,-197,-195,-190,-204,-175,-195,-192,-163,-197,-168,-161,-178,-139,-158,-146,-125,-142,-108,-115,-105,-65,-101,-77,-62,-81,-52,-72,-62,-55,-96,-74,-91,-93,-69,-118,-108,-98,-113,-81,-101,-86,-60],""t_device"":1756822403.783124}"
7047.723192791,"{""seq"":315,""mG"":[[-936,74,150],[-937,68,149],[-937,60,149],[-936,60,152],[-937,66,152],[-937,74,153],[-937,83,151],[-936,85,149],[-935,83,148],[-937,80,149],[-938,76,150],[-942,75,150],[-936,68,150],[-932,69,151],[-930,74,154],[-934,74,149],[-933,71,150],[-932,65,153]],""fs"":50,""device"":""H10"",""type"":""acc"",""n"":18,""range_g"":4,""t_device"":1756822403.9315228}"
7047.723407458001,"{""seq"":316,""mG"":[[-936,62,153],[-937,62,147],[-936,61,147],[-935,67,151],[-933,72,151],[-931,77,153],[-933,79,153],[-934,77,152],[-935,75,150],[-936,70,150],[-936,72,152],[-940,70,152],[-934,67,148],[-932,75,152],[-937,79,151],[-936,80,150],[-935,79,150],[-937,74,150]],""t_device"":1756822404.2915227,""range_g"":4,""fs"":50,""type"":""acc"",""n"":18,""device"":""H10""}"
7047.8057282909995,"{""seq"":107,""bpm"":73,""device"":""H10"",""type"":""hr"",""t_device"":1756822404.020412}"
7047.806167208,"{""te"":1756822375.2663298,""type"":""rr"",""seq"":128,""t_device"":1756822404.020412,""device"":""H10"",""ms"":853}"
7048.144854499,"{""type"":""ecg"",""fs"":130,""n"":73,""uV"":[-93,-72,-79,-81,-60,-86,-50,-48,-81,-43,-48,-43,-24,-40,-19,-38,-38,-2,-36,-19,-9,-31,0,-19,-14,12,-14,9,2,0,31,2,16,24,0,28,9,12,33,16,55,57,40,60,28,45,55,36,67,55,60,77,50,79,81,65,89,161,452,684,532,221,55,89,101,48,98,108,89,125,101,105,118],""t_device"":1756822404.352622,""seq"":189,""device"":""H10""}"
7048.407594958,"{""type"":""acc"",""fs"":50,""n"":18,""t_device"":1756822404.62151,""range_g"":4,""seq"":318,""device"":""H10"",""mG"":[[-939,69,145],[-939,66,146],[-938,64,146],[-935,67,148],[-933,71,153],[-934,76,155],[-936,79,152],[-936,77,148],[-939,76,146],[-940,74,142],[-943,67,137],[-944,64,136],[-942,69,134],[-939,73,136],[-937,78,136],[-938,77,138],[-941,79,143],[-946,78,144]]}"
7048.408291916001,"{""seq"":319,""mG"":[[-944,79,139],[-941,73,142],[-939,72,144],[-940,72,139],[-937,69,130],[-935,72,124],[-937,75,135],[-943,77,139],[-944,77,137],[-940,74,137],[-942,74,140],[-943,75,140],[-941,77,141],[-939,77,141],[-938,78,138],[-939,78,138],[-939,77,139],[-946,76,136]],""t_device"":1756822404.98151,""range_g"":4,""fs"":50,""type"":""acc"",""n"":18,""device"":""H10""}"
7048.882656812,"{""type"":""ecg"",""fs"":130,""n"":73,""t_device"":1756822404.952304,""uV"":[96,118,101,98,118,86,113,115,98,127,105,118,130,108,137,122,118,137,108,125,120,96,110,72,72,77,43,60,43,36,57,26,43,43,26,48,21,24,38,12,33,21,19,40,12,31,33,12,36,14,16,28,2,26,12,0,21,-4,7,4,-16,7,-16,-9,7,-21,2,-7,-19,4,-21,-9,-7],""seq"":190,""device"":""H10""}"
7048.883304978999,"{""type"":""hr"",""seq"":108,""t_device"":1756822405.040134,""device"":""H10"",""bpm"":73}"
7048.883539561999,"{""seq"":129,""te"":1756822376.1163297,""device"":""H10"",""ms"":850,""type"":""rr"",""t_device"":1756822405.040134}"
7049.129229937,"{""type"":""acc"",""fs"":50,""n"":18,""t_device"":1756822405.342054,""range_g"":4,""seq"":321,""device"":""H10"",""mG"":[[-942,74,134],[-938,76,136],[-942,77,137],[-939,78,134],[-939,75,136],[-940,76,135],[-941,78,131],[-941,77,131],[-941,79,131],[-938,82,136],[-938,81,140],[-939,80,138],[-937,82,136],[-940,82,138],[-941,82,141],[-944,79,141],[-942,76,138],[-942,72,133]]}"
7049.12963252,"{""seq"":322,""t_device"":1756822405.7020538,""mG"":[[-940,68,133],[-937,71,138],[-937,76,141],[-937,79,137],[-937,76,140],[-940,73,140],[-943,73,136],[-939,65,139],[-939,69,143],[-938,74,146],[-937,74,140],[-936,77,132],[-936,78,137],[-942,77,138],[-942,73,135],[-939,67,135],[-937,67,139],[-939,73,140]],""range_g"":4,""type"":""acc"",""fs"":50,""n"":18,""device"":""H10""}"
7049.305875853999,"{""seq"":191,""fs"":130,""type"":""ecg"",""device"":""H10"",""n"":73,""uV"":[-33,-7,-21,-4,19,-9,2,-12,-24,0,-33,-19,-12,-36,-14,-33,-31,-12,-43,-40,-26,146,464,517,264,-14,-72,-16,-74,-79,-38,-74,-57,-50,-60,-36,-57,-40,-33,-55,-26,-38,-36,-12,-36,-12,-9,-14,14,-7,7,24,2,28,14,14,36,4,16,7,-19,-2,-33,-26,-19,-48,-21,-36,-40,-16,-45,-31,-28],""t_device"":1756822405.521545}"
7049.815434979,"{""seq"":109,""bpm"":72,""device"":""H10"",""type"":""hr"",""t_device"":1756822406.030307}"
7049.815974354,"{""te"":1756822376.9583297,""type"":""rr"",""seq"":130,""t_device"":1756822406.030307,""device"":""H10"",""ms"":842}"
7049.846484145,"{""type"":""ecg"",""fs"":130,""n"":73,""uV"":[-45,-21,-45,-36,-24,-50,-26,-38,-45,-24,-52,-36,-36,-52,-26,-50,-43,-31,-62,-38,-45,-55,-38,-65,-48,-48,-69,-45,-67,-55,-43,-77,-48,-57,-69,-48,-74,-55,-43,-52,-24,-57,-65,-48,-72,-45,-52,-62,-45,-74,-55,-45,-67,-43,-79,-60,134,387,467,180,-84,-65,-72,-105,-98,-101,-89,-115,-105,-89,-120,-91,-93],""t_device"":1756822406.061335,""seq"":192,""device"":""H10""}"
7049.887430520001,"{""type"":""acc"",""fs"":50,""n"":18,""t_device"":1756822406.091285,""range_g"":4,""seq"":324,""device"":""H10"",""mG"":[[-939,74,142],[-938,75,139],[-939,77,138],[-942,77,138],[-940,79,140],[-942,82,144],[-944,78,142],[-940,79,145],[-939,80,145],[-939,77,143],[-937,77,141],[-938,78,143],[-940,76,140],[-939,76,138],[-941,77,139],[-943,79,141],[-939,83,140],[-939,82,141]]}"
7049.888870354,"{""seq"":325,""mG"":[[-938,80,139],[-939,80,140],[-940,79,138],[-939,76,141],[-937,77,144],[-938,76,146],[-938,77,144],[-939,78,143],[-939,78,142],[-938,77,142],[-938,75,147],[-939,76,148],[-943,75,143],[-938,71,140],[-936,72,145],[-937,78,145],[-936,76,141],[-935,77,142]],""fs"":50,""device"":""H10"",""type"":""acc"",""n"":18,""range_g"":4,""t_device"":1756822406.451285}"
7050.3904229790005,"{""seq"":193,""t_device"":1756822406.6035419,""uV"":[-110,-81,-105,-91,-81,-108,-74,-84,-93,-81,-101,-72,-77,-84,-57,-89,-81,-72,-96,-77,-105,-118,-101,-146,-146,-151,-166,-151,-185,-168,-154,-180,-158,-173,-173,-151,-187,-168,-166,-183,-163,-187,-175,-166,-197,-171,-180,-187,-171,-199,-178,-180,-199,-166,-185,-180,-166,-185,-151,-161,-168,-142,-166,-146,-139,-149,-125,-149,-132,-105,-122,-86,-91],""fs"":130,""type"":""ecg"",""n"":73,""device"":""H10""}"
7050.567558687,"{""seq"":327,""mG"":[[-936,77,148],[-938,77,149],[-941,77,147],[-939,74,144],[-939,73,146],[-939,75,147],[-937,75,148],[-936,76,148],[-937,75,148],[-937,75,147],[-934,76,150],[-938,75,150],[-939,73,144],[-935,75,147],[-937,77,149],[-936,79,149],[-934,78,148],[-933,76,145]],""t_device"":1756822406.781703,""range_g"":4,""fs"":50,""type"":""acc"",""n"":18,""device"":""H10""}"
7050.568150269999,"{""type"":""acc"",""fs"":50,""n"":18,""t_device"":1756822407.141703,""range_g"":4,""seq"":328,""device"":""H10"",""mG"":[[-934,74,142],[-935,76,142],[-934,76,139],[-934,75,140],[-936,76,143],[-937,77,145],[-936,78,148],[-937,78,148],[-939,77,149],[-941,77,149],[-940,77,147],[-940,77,146],[-938,78,145],[-937,78,145],[-935,77,145],[-935,76,149],[-939,77,148],[-939,79,144]]}"
7050.8097750415,"{""seq"":110,""bpm"":72,""device"":""H10"",""type"":""hr"",""t_device"":1756822407.022719}"
7050.8103374585,"{""type"":""rr"",""seq"":131,""ms"":833,""t_device"":1756822407.022719,""device"":""H10"",""te"":1756822377.7913296}"
7050.8105634165,"{""seq"":132,""te"":1756822378.6333296,""device"":""H10"",""ms"":842,""type"":""rr"",""t_device"":1756822407.022719}"
7050.9577361665,"{""seq"":194,""fs"":130,""type"":""ecg"",""device"":""H10"",""n"":73,""uV"":[-105,-86,-113,-93,-86,-105,-81,-101,-91,-74,-98,-72,-79,-98,-31,168,450,395,43,-86,-50,-55,-84,-89,-52,-72,-74,-38,-65,-48,-33,-48,-16,-28,-21,4,-16,12,16,16,48,28,52,69,52,86,74,77,96,65,84,77,55,72,38,43,48,19,38,19,19,40,14,40,43,36,74,57,74,93,79,105,89],""t_device"":1756822407.171967}"
7051.2589395835,"{""seq"":330,""mG"":[[-935,76,141],[-935,75,149],[-938,79,146],[-937,78,141],[-936,78,140],[-936,77,144],[-939,78,143],[-939,79,141],[-939,76,143],[-938,79,145],[-941,79,146],[-940,78,145],[-938,81,146],[-938,77,143],[-938,76,140],[-938,75,142],[-942,76,143],[-943,74,141]],""fs"":50,""type"":""acc"",""device"":""H10"",""n"":18,""range_g"":4,""t_device"":1756822407.4716501}"
7051.2599885415,"{""seq"":331,""t_device"":1756822407.83165,""mG"":[[-939,77,140],[-940,80,142],[-941,84,143],[-940,84,143],[-938,83,140],[-940,80,139],[-941,77,137],[-940,77,137],[-938,77,139],[-938,78,142],[-938,80,143],[-939,80,143],[-940,81,142],[-941,82,140],[-940,81,140],[-940,81,140],[-938,82,142],[-937,83,141]],""range_g"":4,""type"":""acc"",""fs"":50,""n"":18,""device"":""H10""}"
7051.5009432495,"{""seq"":195,""fs"":130,""type"":""ecg"",""device"":""H10"",""n"":73,""uV"":[86,110,81,93,91,74,96,67,77,86,55,79,65,60,79,52,72,72,52,77,52,57,69,40,65,48,38,57,24,40,43,31,65,50,50,55,24,40,26,19,43,14,28,28,7,31,7,4,2,24,274,541,527,233,-43,-26,-2,-65,-38,-38,-43,-31,-48,-24,-31,-38,-12,-38,-19,-12,-31,0,-12],""t_device"":1756822407.713894}"
7051.826804624499,"{""seq"":111,""bpm"":72,""device"":""H10"",""type"":""hr"",""t_device"":1756822408.040242}"
7051.8305496665,"{""type"":""rr"",""seq"":133,""ms"":829,""t_device"":1756822408.040242,""device"":""H10"",""te"":1756822379.4623296}"
