time_lsl,value
7094.7619183960005,"{""seq"":514,""mG"":[[-943,84,136],[-936,82,138],[-938,84,141],[-938,84,140],[-938,83,139],[-938,83,138],[-941,83,135],[-941,84,134],[-939,84,134],[-938,84,136],[-937,83,136],[-938,83,135],[-939,82,132],[-939,84,133],[-941,83,136],[-940,85,136],[-938,85,137],[-940,85,138]],""fs"":50,""device"":""H10"",""type"":""acc"",""n"":18,""range_g"":4,""t_device"":1756822451.330395}"
7094.766219729,"{""type"":""ecg"",""fs"":130,""seq"":272,""n"":73,""device"":""H10"",""uV"":[105,103,139,127,144,158,139,161,146,142,156,127,139,132,108,122,93,103,130,120,142,132,125,139,113,125,120,103,127,101,101,113,84,101,91,86,101,72,91,89,65,86,67,67,77,50,67,52,43,62,31,45,50,31,50,28,33,48,21,38,31,21,36,7,21,28,19,50,31,24,28,0,21],""t_device"":1756822450.981421}"
7094.846517104001,"{""type"":""hr"",""bpm"":73,""seq"":154,""device"":""H10"",""t_device"":1756822451.059845}"
7094.8471882290005,"{""ms"":860,""te"":1756822422.05133,""device"":""H10"",""type"":""rr"",""t_device"":1756822451.059845,""seq"":186}"
7095.239937479,"{""type"":""ecg"",""fs"":130,""n"":73,""uV"":[14,2,21,0,9,9,-9,14,-12,-33,26,228,532,532,211,-16,-43,-16,-52,-69,-31,-55,-55,-28,-52,-31,-31,-40,-19,-38,-21,-12,-28,-2,-14,-7,14,-2,24,26,16,43,26,38,48,28,48,31,26,33,0,7,-2,-19,0,-24,-14,-7,-26,-2,-19,-19,0,-24,-9,-14,-24,0,-16,-4,2,-19,2],""t_device"":1756822451.452404,""seq"":273,""device"":""H10""}"
7095.4201457710005,"{""type"":""acc"",""fs"":50,""n"":18,""t_device"":1756822451.632076,""range_g"":4,""seq"":516,""device"":""H10"",""mG"":[[-939,83,138],[-939,84,140],[-938,84,140],[-939,83,135],[-937,82,139],[-941,82,139],[-944,81,136],[-938,78,133],[-938,78,139],[-937,80,143],[-938,81,138],[-937,83,130],[-935,84,136],[-944,83,140],[-943,81,138],[-940,79,136],[-940,80,136],[-939,83,135]]}"
7095.420392854,"{""type"":""acc"",""fs"":50,""seq"":517,""range_g"":4,""n"":18,""device"":""H10"",""t_device"":1756822451.992076,""mG"":[[-939,84,138],[-936,85,138],[-936,84,138],[-940,84,135],[-939,83,135],[-940,83,138],[-945,83,138],[-938,81,139],[-937,82,140],[-936,82,139],[-936,83,136],[-941,82,138],[-940,83,135],[-939,83,133],[-938,84,134],[-937,84,135],[-938,83,137],[-937,83,137]]}"
7095.805570896,"{""device"":""H10"",""type"":""hr"",""t_device"":1756822452.020103,""bpm"":73,""seq"":155}"
7095.806241812001,"{""type"":""rr"",""ms"":849,""seq"":187,""te"":1756822422.90033,""device"":""H10"",""t_device"":1756822452.020103}"
7095.8365614370005,"{""type"":""ecg"",""fs"":130,""n"":73,""t_device"":1756822452.051177,""uV"":[-7,-12,0,-21,-4,-7,-21,0,-21,-14,-2,-24,-7,-24,-26,-7,-31,-16,-16,-28,-7,-28,-19,-9,-28,-9,-26,-33,-9,-28,-2,9,-9,2,-24,-19,-9,-28,-9,-21,-24,-7,-33,-16,-16,-45,-40,4,255,537,474,166,-62,-52,-28,-93,-69,-55,-81,-55,-65,-62,-48,-67,-43,-50,-52,-33,-55,-33,-26,-38,-9],""device"":""H10"",""seq"":274}"
7096.109167812,"{""type"":""acc"",""fs"":50,""n"":18,""t_device"":1756822452.3213758,""range_g"":4,""device"":""H10"",""seq"":519,""mG"":[[-937,83,137],[-940,85,136],[-940,84,136],[-938,85,137],[-937,84,137],[-937,83,139],[-939,84,140],[-938,84,139],[-942,85,138],[-940,85,136],[-938,84,134],[-937,85,138],[-942,85,137],[-940,84,133],[-939,81,137],[-938,82,140],[-938,84,140],[-936,84,135]]}"
7096.110000312,"{""fs"":50,""type"":""acc"",""seq"":520,""range_g"":4,""n"":18,""device"":""H10"",""t_device"":1756822452.6813757,""mG"":[[-935,86,129],[-937,87,138],[-944,85,139],[-942,82,135],[-939,80,136],[-939,83,135],[-940,85,138],[-939,85,138],[-939,85,137],[-939,85,134],[-940,85,134],[-943,84,136],[-943,84,141],[-942,83,139],[-937,83,141],[-938,84,142],[-937,84,140],[-938,84,140]]}"
7096.412115604,"{""seq"":275,""fs"":130,""device"":""H10"",""type"":""ecg"",""n"":73,""uV"":[-24,-14,4,-14,7,4,2,21,-2,16,19,-7,7,-19,-26,-21,-48,-31,-40,-50,-31,-52,-38,-33,-50,-26,-45,-45,-28,-50,-33,-38,-45,-24,-45,-33,-28,-43,-16,-36,-36,-21,-45,-28,-33,-40,-24,-50,-36,-28,-55,-33,-48,-50,-36,-57,-38,-40,-50,-33,-62,-48,-43,-67,-43,-57,-57,-43,-62,-31,-26,-40,-28],""t_device"":1756822452.6215749}"
7096.830574729,"{""type"":""hr"",""bpm"":73,""seq"":156,""device"":""H10"",""t_device"":1756822453.041297}"
7096.832763811999,"{""ms"":821,""te"":1756822423.7213302,""device"":""H10"",""type"":""rr"",""t_device"":1756822453.041297,""seq"":188}"
7096.832931104,"{""type"":""rr"",""ms"":835,""seq"":189,""te"":1756822424.5563302,""device"":""H10"",""t_device"":1756822453.041297}"
7096.856886104,"{""seq"":522,""mG"":[[-938,83,140],[-939,83,139],[-938,83,136],[-939,83,138],[-938,83,140],[-938,84,141],[-938,83,143],[-937,83,141],[-938,83,141],[-937,82,141],[-937,83,141],[-939,82,142],[-939,83,144],[-938,84,144],[-938,84,143],[-938,83,143],[-937,85,140],[-937,83,139]],""fs"":50,""device"":""H10"",""type"":""acc"",""n"":18,""range_g"":4,""t_device"":1756822453.0712051}"
7096.85961102,"{""fs"":50,""type"":""acc"",""seq"":523,""range_g"":4,""n"":18,""device"":""H10"",""t_device"":1756822453.431205,""mG"":[[-937,82,143],[-937,83,145],[-940,84,141],[-936,81,141],[-935,79,143],[-936,81,146],[-938,83,141],[-936,84,140],[-935,84,147],[-939,84,151],[-939,82,148],[-941,82,144],[-938,83,143],[-936,84,143],[-935,83,145],[-934,83,146],[-933,84,149],[-935,83,148]]}"
7096.950981937,"{""seq"":276,""fs"":130,""device"":""H10"",""type"":""ecg"",""n"":73,""uV"":[-62,-55,-43,-62,-45,-60,-62,-52,-86,-69,-72,-91,-91,-74,156,440,397,98,-134,-125,-103,-178,-158,-146,-168,-144,-156,-146,-139,-156,-127,-142,-144,-125,-149,-127,-118,-127,-113,-134,-125,-113,-130,-108,-118,-113,-96,-142,-146,-151,-168,-161,-197,-202,-199,-231,-216,-231,-238,-221,-250,-233,-228,-245,-224,-240,-231,-224,-248,-216,-221,-219,-195],""t_device"":1756822453.161896}"
7097.520942728999,"{""fs"":130,""type"":""ecg"",""seq"":277,""n"":73,""device"":""H10"",""t_device"":1756822453.7335,""uV"":[-216,-197,-192,-202,-171,-187,-180,-166,-180,-156,-163,-161,-137,-161,-144,-137,-149,-125,-144,-132,-115,-132,-105,-113,-118,-96,-115,-98,-91,-105,-77,-84,-62,-43,-74,-60,-69,-79,-50,-69,-55,-50,-65,-40,-60,-55,-38,-74,-40,134,426,517,207,-48,-45,-33,-57,-74,-45,-40,-67,-36,-36,-43,-14,-33,-12,12,12,43,31,38,57]}"
7097.547404437,"{""fs"":50,""type"":""acc"",""seq"":525,""range_g"":4,""n"":18,""device"":""H10"",""t_device"":1756822453.761047,""mG"":[[-934,83,148],[-933,84,151],[-938,82,145],[-933,81,143],[-933,83,146],[-933,83,146],[-932,80,143],[-934,81,141],[-936,82,144],[-937,83,143],[-938,83,146],[-936,85,146],[-937,85,146],[-938,84,145],[-936,84,144],[-937,84,144],[-937,84,145],[-937,83,146]]}"
7097.548054061999,"{""type"":""acc"",""fs"":50,""n"":18,""t_device"":1756822454.1210468,""range_g"":4,""device"":""H10"",""seq"":526,""mG"":[[-936,84,146],[-937,85,146],[-937,85,147],[-937,85,146],[-937,86,145],[-939,86,142],[-938,84,141],[-939,85,143],[-944,85,141],[-937,84,138],[-935,81,143],[-933,85,145],[-937,86,144],[-936,86,140],[-936,84,142],[-938,87,145],[-943,87,144],[-942,84,142]]}"
7097.818592436999,"{""type"":""hr"",""bpm"":73,""seq"":157,""device"":""H10"",""t_device"":1756822454.031182}"
7097.81918552,"{""ms"":845,""te"":1756822425.4013302,""device"":""H10"",""type"":""rr"",""t_device"":1756822454.031182,""seq"":190}"
7098.059209604,"{""seq"":278,""fs"":130,""type"":""ecg"",""device"":""H10"",""n"":73,""uV"":[40,69,69,62,91,74,89,91,69,96,81,81,93,65,74,57,36,50,24,31,38,19,40,26,28,48,26,48,48,38,62,43,55,65,40,62,52,50,62,36,50,45,33,55,33,43,50,26,55,48,57,89,72,89,84,74,96,69,74,84,60,79,65,60,77,48,65,65,48,65,40,48,52],""t_device"":1756822454.2718349}"
7098.3035904789995,"{""seq"":528,""mG"":[[-940,84,140],[-940,85,139],[-938,86,138],[-938,86,141],[-936,88,142],[-938,88,140],[-938,86,137],[-940,86,142],[-943,87,143],[-940,84,140],[-936,84,143],[-938,85,142],[-938,85,141],[-938,85,141],[-938,85,143],[-939,86,142],[-940,83,139],[-939,83,139]],""fs"":50,""type"":""acc"",""device"":""H10"",""n"":18,""range_g"":4,""t_device"":1756822454.512836}"
7098.3042030199995,"{""type"":""acc"",""fs"":50,""n"":18,""t_device"":1756822454.8728359,""range_g"":4,""seq"":529,""device"":""H10"",""mG"":[[-937,83,139],[-939,84,141],[-938,83,139],[-938,82,138],[-937,84,138],[-940,83,140],[-939,85,141],[-939,84,141],[-939,84,141],[-938,83,140],[-939,84,140],[-940,84,140],[-940,86,141],[-938,86,141],[-938,85,137],[-938,83,137],[-939,84,141],[-943,84,139]]}"
7098.630353895,"{""fs"":130,""type"":""ecg"",""seq"":279,""n"":73,""device"":""H10"",""t_device"":1756822454.843525,""uV"":[31,57,50,52,67,28,38,36,19,40,21,28,38,14,33,21,16,28,-12,57,293,561,575,231,-14,-2,-9,-33,-40,-28,-21,-48,-21,-19,-38,-14,-31,-21,-2,-24,0,-4,-4,16,-4,19,26,14,45,31,38,55,36,55,45,38,55,24,28,19,-7,9,-14,-16,-7,-33,-14,-19,-26,-9,-31,-16,-12]}"
7098.8075307705,"{""device"":""H10"",""type"":""hr"",""t_device"":1756822455.020873,""bpm"":73,""seq"":158}"
7098.8079781865,"{""type"":""rr"",""ms"":861,""seq"":191,""te"":1756822426.2623303,""device"":""H10"",""t_device"":1756822455.020873}"
7098.961396520501,"{""fs"":50,""type"":""acc"",""seq"":531,""range_g"":4,""n"":18,""device"":""H10"",""t_device"":1756822455.171977,""mG"":[[-940,81,135],[-939,79,138],[-938,81,143],[-940,84,142],[-937,85,135],[-935,86,135],[-938,87,139],[-943,85,140],[-941,82,136],[-939,83,137],[-939,84,138],[-939,86,139],[-937,87,140],[-936,86,141],[-939,86,139],[-939,85,137],[-941,85,139],[-943,86,141]]}"
7098.961909228501,"{""type"":""acc"",""fs"":50,""n"":18,""t_device"":1756822455.531977,""range_g"":4,""device"":""H10"",""seq"":532,""mG"":[[-942,84,139],[-936,84,142],[-938,85,141],[-938,86,140],[-938,85,139],[-938,84,138],[-941,83,138],[-941,83,137],[-939,84,139],[-938,85,139],[-939,85,140],[-938,85,139],[-938,84,139],[-940,84,138],[-941,83,138],[-940,84,139],[-938,85,139],[-939,84,140]]}"
7099.233111978501,"{""seq"":280,""fs"":130,""device"":""H10"",""type"":""ecg"",""n"":73,""uV"":[-28,-7,-24,-21,-2,-26,-9,-14,-21,-2,-26,-12,-7,-26,-7,-24,-24,-9,-31,-12,-21,-31,-9,-33,-24,-16,-36,-14,-28,-28,-14,-38,-19,-21,-28,-9,-31,-16,-9,-31,-7,-19,-24,-12,-33,-7,-2,-4,12,-21,-14,-9,-28,-4,-21,-26,-9,-31,-12,-16,-28,-12,-50,9,248,510,537,211,-45,-36,-40,-65,-69],""t_device"":1756822455.443793}"
7099.680460395501,"{""seq"":534,""mG"":[[-939,85,139],[-939,83,138],[-941,84,137],[-939,84,138],[-940,84,139],[-938,85,140],[-939,84,138],[-938,82,140],[-941,84,141],[-943,83,135],[-937,81,135],[-938,80,141],[-941,83,146],[-938,84,138],[-934,86,133],[-936,88,139],[-941,85,139],[-940,83,138]],""fs"":50,""type"":""acc"",""device"":""H10"",""n"":18,""range_g"":4,""t_device"":1756822455.891345}"
7099.680905270501,"{""type"":""acc"",""fs"":50,""seq"":535,""range_g"":4,""n"":18,""device"":""H10"",""t_device"":1756822456.251345,""mG"":[[-940,82,135],[-940,84,136],[-940,86,139],[-939,86,142],[-937,86,143],[-937,86,138],[-938,85,136],[-940,85,138],[-941,86,141],[-944,85,141],[-939,84,140],[-938,84,141],[-938,85,140],[-938,84,139],[-940,83,140],[-942,83,141],[-943,82,138],[-941,83,137]]}"
7099.803878311501,"{""type"":""ecg"",""fs"":130,""n"":73,""uV"":[-65,-50,-72,-55,-43,-65,-36,-45,-45,-26,-45,-26,-26,-36,-12,-28,-16,-4,-19,9,4,7,24,2,21,21,7,26,-2,-7,-7,-33,-19,-38,-45,-24,-50,-36,-33,-48,-26,-45,-33,-24,-48,-24,-33,-36,-16,-43,-26,-26,-38,-19,-40,-31,-14,-36,-14,-26,-31,-12,-40,-24,-21,-38,-16,-36,-31,-21,-48,-24,-31],""t_device"":1756822456.0129561,""seq"":281,""device"":""H10""}"
7099.8241982705,"{""type"":""hr"",""bpm"":72,""seq"":159,""device"":""H10"",""t_device"":1756822456.039812}"
7099.824590436501,"{""ms"":832,""te"":1756822427.0943303,""device"":""H10"",""type"":""rr"",""t_device"":1756822456.039812,""seq"":192}"
7100.3394446865,"{""seq"":282,""fs"":130,""type"":""ecg"",""device"":""H10"",""n"":73,""uV"":[-38,-19,-43,-28,-26,-40,-16,-33,-33,-28,-50,-26,-43,-55,-31,-52,-33,-24,-33,-12,-36,-33,-26,-55,-33,-38,-45,-26,-50,-31,-26,-50,-31,-62,-45,144,419,532,264,-38,-62,-55,-81,-81,-77,-65,-91,-79,-60,-86,-65,-69,-81,-55,-69,-52,-48,-67,-36,-40,-36,-21,-38,-14,-19,-28,-12,-36,-21,-16,-43,-33,-55],""t_device"":1756822456.5523582}"
7100.4312964365,"{""seq"":537,""mG"":[[-938,83,141],[-938,85,142],[-939,85,139],[-938,85,143],[-938,83,142],[-938,84,141],[-941,83,142],[-938,85,141],[-937,85,143],[-939,85,143],[-937,84,142],[-936,85,141],[-938,82,142],[-939,83,143],[-938,84,141],[-939,82,140],[-937,81,141],[-938,82,145]],""fs"":50,""type"":""acc"",""device"":""H10"",""n"":18,""range_g"":4,""t_device"":1756822456.6430268}"
7100.4319714785,"{""type"":""acc"",""fs"":50,""n"":18,""t_device"":1756822457.0030267,""range_g"":4,""seq"":538,""device"":""H10"",""mG"":[[-942,82,143],[-939,83,143],[-934,80,142],[-934,81,145],[-938,83,143],[-937,85,141],[-934,86,144],[-938,83,148],[-938,82,146],[-940,79,144],[-938,79,141],[-938,83,143],[-938,83,145],[-937,86,146],[-936,85,146],[-937,84,146],[-937,82,146],[-936,83,147]]}"
7101.1060675829995,"{""device"":""H10"",""type"":""hr"",""t_device"":1756822457.030117,""bpm"":72,""seq"":160}"
7101.106661083,"{""fs"":130,""type"":""ecg"",""seq"":283,""n"":73,""device"":""H10"",""t_device"":1756822457.091269,""uV"":[-62,-67,-105,-91,-108,-127,-105,-125,-118,-115,-137,-110,-132,-139,-125,-154,-146,-158,-163,-142,-168,-154,-142,-166,-146,-161,-173,-175,-209,-190,-190,-199,-178,-202,-192,-185,-204,-178,-192,-192,-171,-195,-173,-171,-183,-161,-178,-163,-151,-171,-146,-156,-154,-134,-158,-137,-132,-134,-101,-115,-108,-103,-127,-103,-110,-105,-86,-113,-93,-89,-103,-81,-96]}"
7101.118523583,"{""fs"":50,""type"":""acc"",""seq"":540,""range_g"":4,""n"":18,""device"":""H10"",""t_device"":1756822457.332195,""mG"":[[-940,85,151],[-940,81,143],[-935,82,147],[-937,84,148],[-938,83,150],[-937,82,149],[-936,83,147],[-937,82,145],[-936,82,146],[-936,83,145],[-935,85,146],[-934,84,146],[-933,84,144],[-934,83,143],[-934,83,142],[-935,83,144],[-937,84,145],[-936,84,146]]}"
7101.118864833001,"{""seq"":541,""mG"":[[-937,83,146],[-937,84,146],[-936,85,144],[-937,86,144],[-936,86,142],[-936,84,140],[-936,83,145],[-936,83,146],[-938,84,145],[-939,83,143],[-936,80,143],[-934,82,148],[-938,85,146],[-937,85,144],[-934,86,142],[-935,85,146],[-940,86,143],[-940,86,141]],""fs"":50,""device"":""H10"",""type"":""acc"",""n"":18,""range_g"":4,""t_device"":1756822457.692195}"
7101.418090416,"{""fs"":130,""type"":""ecg"",""seq"":284,""n"":73,""device"":""H10"",""t_device"":1756822457.631501,""uV"":[-91,-96,-33,262,479,337,16,-127,-57,-81,-132,-89,-98,-101,-84,-96,-69,-77,-77,-52,-74,-55,-48,-55,-24,-40,-26,4,4,38,31,33,65,40,57,65,52,69,48,50,55,21,36,21,9,21,-2,14,16,0,26,9,12,26,7,33,33,31,50,31,48,48,31,57,40,40,52,28,48,40,33,50,24]}"
7101.809898541,"{""type"":""acc"",""fs"":50,""seq"":543,""range_g"":4,""n"":18,""device"":""H10"",""t_device"":1756822458.022678,""mG"":[[-939,84,140],[-939,84,142],[-939,85,140],[-937,86,141],[-937,86,142],[-937,87,142],[-938,87,140],[-938,87,142],[-943,85,143],[-943,85,141],[-936,85,141],[-937,85,143],[-939,88,142],[-938,86,142],[-938,85,142],[-939,86,140],[-940,86,140],[-939,86,139]]}"
7101.810372083,"{""seq"":544,""mG"":[[-938,86,140],[-940,87,142],[-940,86,142],[-940,86,141],[-938,87,138],[-940,86,137],[-939,86,138],[-939,85,141],[-939,84,140],[-938,86,138],[-938,84,138],[-939,84,137],[-940,84,141],[-940,86,141],[-938,86,140],[-939,84,140],[-939,83,141],[-941,84,141]],""fs"":50,""type"":""acc"",""device"":""H10"",""n"":18,""range_g"":4,""t_device"":1756822458.3826778}"
7101.814771583,"{""device"":""H10"",""type"":""hr"",""seq"":161,""bpm"":72,""t_device"":1756822458.030062}"
7101.815512458001,"{""ms"":899,""te"":1756822428.8903303,""device"":""H10"",""type"":""rr"",""t_device"":1756822458.030062,""seq"":194}"
7101.989709083,"{""type"":""ecg"",""fs"":130,""seq"":285,""n"":73,""device"":""H10"",""uV"":[40,45,28,50,36,50,81,69,93,89,79,96,69,81,84,65,84,65,65,79,55,74,67,55,72,45,52,62,55,84,67,60,67,36,52,48,36,55,31,40,45,26,48,26,9,40,187,508,623,366,65,-31,19,-14,-60,-16,-28,-38,-16,-36,-19,-19,-24,-2,-24,-7,2,-16,9,0,2,26,7],""t_device"":1756822458.201978}"
7102.002894458001,"{""t1_ph"":1756822458.2182879,""type"":""pong"",""t0_pc"":1756822458.5478091,""device"":""H10"",""t2_ph"":1756822458.218302}"
7102.532010790999,"{""type"":""acc"",""fs"":50,""seq"":546,""range_g"":4,""n"":18,""device"":""H10"",""t_device"":1756822458.7442532,""mG"":[[-940,84,135],[-938,81,136],[-937,81,143],[-940,85,143],[-938,85,136],[-934,86,134],[-935,87,140],[-941,86,140],[-939,84,140],[-938,83,136],[-938,85,140],[-940,85,140],[-938,87,141],[-939,86,141],[-939,86,139],[-939,86,138],[-939,85,137],[-938,84,141]]}"
7102.532617249,"{""type"":""acc"",""fs"":50,""n"":18,""t_device"":1756822459.104253,""range_g"":4,""seq"":547,""device"":""H10"",""mG"":[[-942,83,140],[-939,85,142],[-938,85,142],[-937,86,138],[-938,85,137],[-938,86,139],[-939,85,139],[-938,85,139],[-937,85,138],[-938,87,138],[-938,86,138],[-939,85,138],[-938,85,136],[-938,86,134],[-939,85,137],[-940,85,138],[-938,86,141],[-936,85,140]]}"
7102.587353999001,"{""seq"":286,""fs"":130,""type"":""ecg"",""device"":""H10"",""n"":73,""uV"":[28,26,16,45,28,36,43,24,45,28,21,31,-2,4,-4,-24,-7,-31,-24,-14,-36,-12,-26,-33,-16,-38,-21,-21,-36,-14,-31,-21,-12,-36,-14,-24,-26,-7,-31,-14,-16,-31,-9,-28,-24,-14,-38,-16,-26,-31,-16,-40,-24,-21,-38,-16,-36,-26,-14,-33,-12,-21,-28,-9,-33,-16,-16,-36,-16,-31,-14,4,-16],""t_device"":1756822458.801196}"
7102.831076770501,"{""type"":""hr"",""bpm"":71,""seq"":162,""device"":""H10"",""t_device"":1756822459.0426059}"
7102.8316433535,"{""device"":""H10"",""type"":""rr"",""ms"":901,""seq"":195,""te"":1756822429.7913303,""t_device"":1756822459.0426059}"
7103.1475892705,"{""type"":""ecg"",""fs"":130,""seq"":287,""n"":73,""device"":""H10"",""uV"":[-2,-21,-33,-14,-36,-21,-19,-36,-14,-31,-31,-19,-43,-36,-43,101,419,554,366,36,-84,-21,-67,-86,-52,-77,-62,-60,-65,-45,-65,-48,-40,-55,-26,-38,-31,-16,-38,-14,-14,-16,7,-9,7,12,2,31,12,16,33,7,24,12,-4,7,-24,-19,-16,-38,-16,-36,-33,-12,-38,-21,-26,-38,-14,-33,-24,-12,-31],""t_device"":1756822459.344401}"
7103.2554176875,"{""type"":""acc"",""fs"":50,""seq"":549,""range_g"":4,""n"":18,""device"":""H10"",""t_device"":1756822459.462158,""mG"":[[-939,84,141],[-939,86,140],[-938,85,139],[-941,86,140],[-938,86,140],[-936,87,137],[-937,86,139],[-939,85,140],[-942,85,135],[-938,83,132],[-937,82,138],[-937,85,144],[-938,85,142],[-937,87,135],[-935,88,133],[-936,88,140],[-940,85,141],[-939,83,137]]}"
7103.2563082285,"{""type"":""acc"",""fs"":50,""n"":18,""t_device"":1756822459.8221579,""range_g"":4,""seq"":550,""device"":""H10"",""mG"":[[-939,84,136],[-938,83,139],[-939,86,141],[-938,87,142],[-937,86,138],[-938,87,137],[-939,86,139],[-938,84,138],[-942,83,141],[-940,83,139],[-936,84,141],[-939,85,139],[-937,85,139],[-938,86,139],[-940,86,139],[-940,85,139],[-940,85,140],[-940,86,138]]}"
7103.8439444785,"{""seq"":288,""fs"":130,""device"":""H10"",""type"":""ecg"",""n"":73,""uV"":[-9,-21,-16,-4,-28,-9,-14,-26,-2,-21,-9,-4,-28,-9,-21,-19,-7,-33,-16,-19,-28,-12,-36,-24,-19,-40,-19,-33,-33,-14,-38,-24,-28,-40,-28,-52,-36,-14,-24,-4,-26,-33,-21,-50,-31,-31,-43,-24,-50,-43,-31,-52,-33,-60,-67,79,344,532,334,-7,-79,-57,-81,-98,-98,-77,-96,-89,-67,-89,-65,-65,-79],""t_device"":1756822459.912494}"
7103.8511449375,"{""device"":""H10"",""type"":""hr"",""seq"":163,""bpm"":71,""t_device"":1756822460.059993}"
7103.8516146455,"{""type"":""rr"",""ms"":871,""seq"":196,""te"":1756822430.6623304,""device"":""H10"",""t_device"":1756822460.059993}"
7103.8518698954995,"{""device"":""H10"",""type"":""rr"",""ms"":896,""seq"":197,""te"":1756822431.5583303,""t_device"":1756822460.059993}"
7104.002366270501,"{""seq"":552,""mG"":[[-939,86,140],[-938,85,142],[-938,86,142],[-938,86,139],[-938,85,138],[-938,85,141],[-939,85,142],[-938,86,141],[-939,86,142],[-938,85,143],[-937,85,142],[-936,86,144],[-938,87,143],[-937,87,136],[-937,85,139],[-938,86,142],[-942,85,139],[-938,84,138]],""fs"":50,""type"":""acc"",""device"":""H10"",""n"":18,""range_g"":4,""t_device"":1756822460.181291}"
7104.0026397285,"{""type"":""acc"",""fs"":50,""n"":18,""t_device"":1756822460.541291,""range_g"":4,""seq"":553,""device"":""H10"",""mG"":[[-935,82,142],[-935,83,148],[-941,85,140],[-936,86,136],[-933,86,142],[-937,86,146],[-941,86,146],[-941,85,142],[-938,85,141],[-938,86,142],[-938,86,144],[-936,85,145],[-935,87,145],[-936,86,143],[-937,85,143],[-936,86,145],[-941,85,146],[-938,85,141]]}"
7104.2879459785,"{""seq"":289,""fs"":130,""type"":""ecg"",""device"":""H10"",""n"":73,""uV"":[-55,-67,-55,-40,-55,-33,-45,-43,-16,-31,-14,-16,-26,0,-24,-19,-12,-48,-28,-38,-52,-52,-91,-84,-89,-110,-98,-127,-120,-103,-130,-115,-127,-134,-115,-142,-132,-132,-149,-130,-154,-151,-132,-149,-137,-151,-154,-139,-171,-156,-151,-173,-158,-178,-168,-154,-178,-156,-168,-173,-144,-171,-173,-185,-204,-180,-204,-202,-183,-204,-185,-187,-183],""t_device"":1756822460.4512691}"
7104.6954005615,"{""seq"":555,""mG"":[[-935,85,147],[-936,86,146],[-936,85,146],[-936,84,146],[-935,84,145],[-937,84,144],[-938,85,143],[-937,85,144],[-936,86,145],[-935,85,145],[-935,84,146],[-937,84,143],[-935,84,142],[-935,83,139],[-934,84,138],[-935,84,142],[-937,84,142],[-937,85,144]],""fs"":50,""device"":""H10"",""type"":""acc"",""n"":18,""range_g"":4,""t_device"":1756822460.901932}"
7104.6956388535,"{""type"":""acc"",""fs"":50,""seq"":556,""range_g"":4,""n"":18,""device"":""H10"",""t_device"":1756822461.261932,""mG"":[[-939,87,144],[-938,86,143],[-938,84,143],[-936,86,144],[-942,86,142],[-943,85,141],[-937,81,140],[-934,85,146],[-939,86,143],[-935,86,137],[-934,86,141],[-935,88,145],[-942,88,144],[-943,86,144],[-940,87,143],[-938,86,142],[-938,87,141],[-938,88,141]]}"
7104.8060216035,"{""type"":""ecg"",""fs"":130,""n"":73,""t_device"":1756822461.021375,""uV"":[-149,-163,-151,-151,-173,-151,-163,-154,-137,-158,-137,-137,-144,-120,-137,-127,-139,-89,187,414,298,-24,-166,-89,-115,-161,-115,-127,-122,-110,-122,-96,-105,-96,-77,-96,-67,-67,-72,-43,-60,-43,-26,-33,4,12,26,45,28,50,48,43,60,36,45,45,14,24,2,-4,7,-19,0,-2,-16,4,-9,2,12,-7,16,7,9],""device"":""H10"",""seq"":290}"
7104.812822811499,"{""device"":""H10"",""type"":""hr"",""t_device"":1756822461.02851,""bpm"":70,""seq"":164}"
7104.8131792705,"{""type"":""rr"",""ms"":885,""seq"":198,""te"":1756822432.4433303,""device"":""H10"",""t_device"":1756822461.02851}"
7105.3525270205,"{""type"":""ecg"",""fs"":130,""seq"":291,""n"":73,""device"":""H10"",""t_device"":1756822461.5636148,""uV"":[26,7,26,26,21,45,21,31,40,19,40,28,28,48,21,36,33,21,40,21,31,38,19,43,33,36,67,60,89,89,74,96,74,77,79,57,86,79,81,96,65,72,65,48,69,45,50,60,36,55,40,33,45,2,45,248,529,607,293,14,-2,0,-21,-38,-24,-14,-43,-16,-14,-31,-4,-24,-16]}"
7105.3760378535,"{""type"":""acc"",""fs"":50,""seq"":558,""range_g"":4,""n"":18,""device"":""H10"",""t_device"":1756822461.590565,""mG"":[[-936,88,141],[-937,88,140],[-936,87,140],[-938,88,144],[-942,88,144],[-941,87,141],[-935,86,142],[-937,87,144],[-938,87,142],[-937,87,143],[-937,86,142],[-938,87,141],[-940,86,138],[-938,87,138],[-938,86,139],[-938,87,139],[-938,87,140],[-937,86,139]]}"
7105.376494436499,"{""type"":""acc"",""fs"":50,""n"":18,""t_device"":1756822461.9505649,""range_g"":4,""device"":""H10"",""seq"":559,""mG"":[[-939,86,141],[-939,87,140],[-940,87,140],[-939,85,140],[-938,85,139],[-938,87,138],[-938,86,140],[-938,88,140],[-938,88,138],[-938,88,138],[-940,87,140],[-943,87,136],[-940,85,134],[-938,83,138],[-938,85,143],[-938,86,139],[-937,88,131],[-933,87,136]]}"
7105.8578770614995,"{""type"":""hr"",""bpm"":70,""seq"":165,""device"":""H10"",""t_device"":1756822462.070848}"
7105.8581287285,"{""device"":""H10"",""type"":""rr"",""ms"":869,""seq"":199,""te"":1756822433.3123302,""t_device"":1756822462.070848}"
