LSL_Timestamp,BreathingValue
6599.3720948,603
6599.391841,592
6599.4116108,574
6599.4313492,555
6599.4511187,543
6599.4708866,542
6599.4906764,550
6599.5103554,564
6599.5300648,584
6599.5498257,605
6599.5695762,629
6599.5893282,652
6599.6090552,673
6599.6288003,688
6599.6485867,697
6599.6683319,702
6599.6880919,706
6599.7078106,708
6599.7275929,711
6599.7473229,715
6599.7670872,722
6599.7868345,730
6599.8065581,739
6599.8263359,744
6599.8460544,744
6599.8658062,739
6599.8855242,734
6599.9053103,729
6599.9250538,729
6599.9448201,731
6599.9645601,731
6599.9843249,727
6600.0040888,720
6600.0238158,713
6600.0435572,711
6600.0633305,720
6600.0831015,739
6600.1028974,767
6600.1226052,798
6600.142327,821
6600.1620635,833
6600.1818339,832
6600.2015425,822
6600.2213088,811
6600.2410813,804
6600.2608339,806
6600.2805523,812
6600.300331,821
6600.3200686,825
6600.3398083,824
6600.3595603,820
6600.3793142,820
6600.3990346,823
6600.4187647,829
6600.4385589,833
6600.4583404,831
6600.4780415,829
6600.4977879,827
6600.5175627,832
6600.5373082,839
6600.557068,851
6600.5767899,859
6600.5965471,867
6600.6163035,871
6600.6360709,869
6600.6558185,860
6600.6755551,847
6600.69531,829
6600.7150654,813
6600.7347913,802
6600.7545465,800
6600.7743113,802
6600.7940669,807
6600.8137817,807
6600.8335302,805
6600.8533063,798
6600.8730406,792
6600.8928346,789
6600.912574,795
6600.932322,807
6600.952027,825
6600.9717857,843
6600.9915301,853
6601.0113353,856
6601.0310318,852
6601.0507838,846
6601.0705082,844
6601.0903023,846
6601.1100648,856
6601.1297678,861
6601.1495719,866
6601.1693294,863
6601.1890368,858
6601.2087822,856
6601.2285443,858
6601.2483197,864
6601.2680227,867
6601.2878071,868
6601.3075452,862
6601.3273229,853
6601.3470414,845
6601.3667892,840
6601.3865503,839
6601.4063326,844
6601.4260472,850
6601.4457995,860
6601.4655195,868
6601.4853294,874
6601.5050509,879
6601.5247949,878
6601.5445081,877
6601.5643285,875
6601.5840167,873
6601.6037628,872
6601.6235522,870
6601.643321,871
6601.6630451,869
6601.6827871,868
6601.7025214,866
6601.722294,866
6601.7420114,872
6601.761809,884
6601.781527,898
6601.8013324,908
6601.8210397,915
6601.8407692,915
6601.8605133,914
6601.8803161,913
6601.9000197,914
6601.9197782,917
6601.9395427,919
6601.9593034,917
6601.9790086,910
6601.9987589,899
6602.0185145,889
6602.0383455,881
6602.0580127,875
6602.07776,869
6602.0974886,859
6602.1173284,847
6602.1370164,836
6602.1567914,827
6602.1765196,823
6602.1963004,822
6602.2160816,821
6602.2357524,818
6602.2555318,814
6602.2753025,809
6602.2950086,804
6602.3147485,803
6602.3344848,804
6602.3542997,809
6602.3740039,809
6602.3937435,803
6602.4135047,792
6602.433306,777
6602.4529869,766
6602.4727226,760
6602.4924863,757
6602.5123308,755
6602.531986,755
6602.551757,754
6602.5714966,754
6602.5913145,752
6602.610988,744
6602.6307418,735
6602.6504847,725
6602.6703208,720
6602.690001,721
6602.7097174,725
6602.7294934,732
6602.7492115,736
6602.7690012,734
6602.7887426,723
6602.8084927,710
6602.8282137,696
6602.8479836,684
6602.8677148,677
6602.8874875,670
6602.9072513,668
6602.9270212,668
6602.9467393,671
6602.9664891,674
6602.9862403,673
6603.0059941,669
6603.0257426,663
6603.045492,661
6603.0652372,662
6603.084969,671
6603.1047399,680
6603.1244741,691
6603.1442016,693
6603.1639974,687
6603.1837137,672
6603.2034698,656
6603.2232308,643
6603.2429826,641
6603.2627252,645
6603.2824854,658
6603.3022431,676
6603.3219595,700
6603.3417357,729
6603.3614806,756
6603.381307,777
6603.4009873,777
6603.420747,758
6603.4404642,723
6603.4602046,682
6603.4799839,648
6603.4997232,631
6603.5194599,623
6603.5392434,620
6603.5589854,607
6603.5787142,582
6603.5984689,546
6603.6182185,507
6603.6379981,471
6603.6577503,444
6603.6774746,419
6603.6971873,399
6603.7169746,373
6603.7367112,342
6603.7564814,309
6603.7762222,272
6603.7959593,239
6603.8157187,207
6603.8354612,181
6603.8551817,157
6603.874969,137
6603.8947371,117
6603.9144789,96
6603.9341919,75
6603.953964,53
6603.9737048,29
6603.9934606,15
6604.0132201,3
6604.0329187,0
6604.0526848,0
6604.0724387,0
6604.0921989,0
6604.1119413,0
6604.1317081,0
6604.1514209,0
6604.1711905,0
6604.1909518,0
6604.2107228,0
6604.2304353,0
6604.2501935,0
6604.2699573,0
6604.2897323,0
6604.3094459,0
6604.3292149,0
6604.3489264,0
6604.3687031,0
6604.3884628,0
6604.4081864,0
6604.4279419,0
6604.4476762,0
6604.467461,0
6604.4871526,0
6604.5069853,0
6604.5266848,0
6604.5464711,0
6604.5661562,0
6604.5859164,0
6604.605679,0
6604.6254649,0
6604.6451747,0
6604.6649293,0
6604.6846575,0
6604.7044447,0
6604.7241626,0
6604.743906,0
6604.7636994,0
6604.7834459,0
6604.8031661,0
6604.822898,0
6604.8426785,2
6604.862399,22
6604.882178,42
6604.9019232,79
6604.9216642,111
6604.9414069,140
6604.9611876,165
6604.9808985,190
6605.0006872,215
6605.0204228,244
6605.0401649,275
6605.0599349,308
6605.0796642,340
6605.0994257,368
6605.1191274,393
6605.138891,410
6605.1586481,423
6605.1784238,430
6605.1981408,435
6605.2178972,444
6605.2376326,455
6605.2574783,475
6605.2771603,495
6605.2969221,522
6605.3166378,548
6605.3364282,575
6605.3561676,600
6605.3759378,622
6605.3956655,639
6605.4154009,652
6605.4351272,661
6605.4548946,664
6605.4746698,665
6605.4944454,663
6605.514127,664
6605.5338754,669
6605.5536445,680
6605.5733999,701
6605.5931567,726
6605.6128698,756
6605.6326322,783
6605.6523985,804
6605.6721477,816
6605.6918961,819
6605.7116563,819
6605.7313969,816
6605.7511441,816
6605.7709032,818
6605.7906248,820
6605.8104338,823
6605.8301677,823
6605.8498851,820
6605.8696135,816
6605.8893976,811
6605.9091443,806
6605.9288887,800
6605.9486317,793
6605.9683817,788
6605.9881077,784
6606.0078775,782
6606.0276082,782
6606.0474141,782
6606.0671063,782
6606.0868775,782
6606.1066411,780
6606.126392,776
6606.1461145,772
6606.1659103,766
6606.1856436,759
6606.2053506,750
6606.2251151,740
6606.2448766,730
6606.2646109,718
6606.2843788,711
6606.3041419,711
6606.3238932,722
6606.3436326,743
6606.363375,764
6606.38312,782
6606.4028703,788
6606.4226592,786
6606.4423762,780
6606.462139,774
6606.4818811,773
6606.5016048,774
6606.5213725,776
6606.5411213,774
6606.5608828,769
6606.580601,761
6606.600373,753
6606.6201296,750
6606.6398486,748
6606.6596254,749
6606.6793544,746
6606.6991459,740
6606.7188961,732
6606.7386422,723
6606.7583904,717
6606.7781433,713
6606.7978566,713
6606.8176029,715
6606.8373637,718
6606.8571111,718
6606.8768559,717
6606.8965969,713
6606.9164236,707
6606.9361171,699
6606.9558668,691
6606.9755977,680
6606.9953839,670
6607.0151207,661
6607.0348691,655
6607.0545976,652
6607.0743615,658
6607.0940997,671
6607.1138566,691
6607.1335916,712
6607.1533555,728
6607.1730866,735
6607.1928682,732
6607.2125877,727
6607.232344,722
6607.2521326,719
6607.2718598,723
6607.291618,726
6607.3113743,726
6607.3310825,722
6607.3508625,715
6607.3706116,707
6607.3903537,704
6607.4100934,702
6607.4298771,702
6607.4496134,699
6607.4693423,692
6607.4891083,683
6607.5088492,673
6607.5285945,667
6607.5483489,663
6607.5681398,665
6607.5878468,668
6607.6076,672
6607.627345,675
6607.6471004,674
6607.6668447,670
6607.6866006,665
6607.7063248,659
6607.7261204,653
6607.745873,646
6607.7655849,638
6607.7853296,630
6607.8051443,621
6607.8248264,612
6607.844589,604
6607.8643471,600
6607.8840612,606
6607.9038165,619
6607.9235477,641
6607.9433354,661
6607.9630569,676
6607.982816,677
6608.002586,669
6608.0223156,652
6608.0420835,634
6608.0618375,619
6608.0816005,610
6608.1013529,600
6608.121069,588
6608.1408395,571
6608.1606174,550
6608.1803169,529
6608.2000579,509
6608.2197858,490
6608.2395554,469
6608.2593106,445
6608.2790657,417
6608.2987949,384
6608.3185577,350
6608.3383106,317
6608.3580749,287
6608.3778212,262
6608.3975885,240
6608.4173144,220
6608.4370896,200
6608.4568167,180
6608.4765939,159
6608.4963108,136
6608.5160771,114
6608.5357972,90
6608.5555332,70
6608.5753034,48
6608.5950394,29
6608.6147892,14
6608.6345578,5
6608.6543006,0
6608.6740534,0
6608.693789,0
6608.7135572,0
6608.7332793,0
6608.7530406,0
6608.7727986,0
6608.7925187,0
6608.8123204,0
6608.8320343,0
6608.851842,0
6608.8715372999995,0
6608.8912915,0
6608.9110804,0
6608.9307726,0
6608.9505521,0
6608.970302,0
6608.9900244,0
6609.0097972,0
6609.0295291,0
6609.0493122,0
6609.0690556,0
6609.088759,0
6609.1085546,0
6609.12832,0
6609.148046,0
6609.1677947,0
6609.1875285,0
6609.2073064,0
6609.2270511,13
6609.24677,30
6609.2665102,58
6609.2863083,89
6609.3060364,117
6609.3257936,144
6609.3455548,171
6609.3653159,199
6609.3850018,228
6609.40479,256
6609.4245034,279
6609.4443199,298
6609.4640215,313
6609.4837853,328
6609.5034995,348
6609.5233092,372
6609.5429858,404
6609.5627619,439
6609.5825199,474
6609.6023016,507
6609.6220207,532
6609.641753,552
6609.661493,567
6609.6813183,580
6609.7010005,595
6609.7207808,609
6609.7405051,627
6609.7603069,644
6609.7800211,663
6609.7997575,679
6609.8195087,692
6609.8392777,704
6609.8590057,713
6609.8787649,722
6609.8985076,729
6609.9182877,734
6609.9379889,739
6609.9577551,739
6609.977514,743
6609.9973,747
6610.017018,753
6610.0367774,761
6610.0565102,769
6610.0763103,777
6610.0960142,783
6610.1157685,787
6610.1355211,789
6610.155302,787
6610.1750366,786
6610.1947966,783
6610.2145255,781
6610.2343213,779
6610.2540236,776
6610.2737867,771
6610.2935741,765
6610.3132965,757
6610.3330308,751
6610.3527543,745
6610.3725025,745
6610.3923238,752
