time_lsl,uV
567034.1902186117,-167.0
567034.1979740278,-170.0
567034.2057294439,-177.0
567034.21348486,-182.0
567034.2212402762,-182.0
567034.2289956923,-179.0
567034.2367511084,-179.0
567034.2445065245,-179.0
567034.2522619406,-172.0
567034.2600173568,-172.0
567034.2677727729,-170.0
567034.275528189,-162.0
567034.2832836051,-160.0
567034.2910390213,-158.0
567034.2987944374,-155.0
567034.3065498535,-150.0
567034.3143052696,-148.0
567034.3220606857,-146.0
567034.3298161019,-146.0
567034.337571518,-148.0
567034.3453269341,-148.0
567034.3530823502,-148.0
567034.3608377663,-150.0
567034.3685931825,-150.0
567034.3763485986,-153.0
567034.3841040147,-158.0
567034.3918594308,-158.0
567034.399614847,-153.0
567034.4073702631,-153.0
567034.4151256792,-155.0
567034.4228810953,-158.0
567034.4306365114,-153.0
567034.4383919276,-148.0
567034.4461473437,-148.0
567034.4539027598,-148.0
567034.4616581759,-148.0
567034.469413592,-150.0
567034.4771690082,-153.0
567034.4849244243,-155.0
567034.4926798404,-160.0
567034.5004352565,-165.0
567034.5081906727,-160.0
567034.5159460888,-143.0
567034.5237015049,-131.0
567034.531456921,-124.0
567034.5392123371,-124.0
567034.5469677533,-134.0
567034.5547231694,-146.0
567034.5624785855,-148.0
567034.5702340016,-141.0
567034.5779894177,-141.0
567034.5857448339,-139.0
567034.59350025,-136.0
567034.6012556661,-139.0
567034.6090110822,-139.0
567034.6167664984,-134.0
567034.6245219145,-134.0
567034.6322773306,-136.0
567034.6400327467,-2.0
567034.6477881628,397.0
567034.655543579,764.0
567034.6632989951,529.0
567034.6710544112,-153.0
567034.6788098273,-443.0
567034.6865652434,-227.0
567034.6943206596,-139.0
567034.7020760757,-225.0
567034.7098314918,-198.0
567034.7175869079,-162.0
567034.725342324,-186.0
567034.7330977402,-186.0
567034.7408531563,-170.0
567034.7486085724,-172.0
567034.7563639885,-170.0
567034.7641194047,-158.0
567034.7718748208,-150.0
567034.7796302369,-150.0
567034.787385653,-146.0
567034.7951410691,-141.0
567034.8028964853,-134.0
567034.8106519014,-124.0
567034.8184073175,-119.0
567034.8261627336,-112.0
567034.8339181497,-100.0
567034.8416735659,-93.0
567034.849428982,-83.0
567034.8571843981,-76.0
567034.8649398142,-71.0
567034.8726952304,-67.0
567034.8804506465,-67.0
567034.8882060626,-71.0
567034.8959614787,-76.0
567034.9037168948,-86.0
567034.911472311,-93.0
567034.9192277271,-100.0
