time_lsl,ch1,ch2,ch3,ch4
567058.3745386136,398147.0,430641.0,444935.0,174524.0
567058.3928645058,397860.0,430314.0,444584.0,174523.0
567058.4111903978,397613.0,430072.0,444341.0,174456.0
567058.4295162898,397584.0,429978.0,444293.0,174503.0
567058.4478421819,397647.0,430011.0,444336.0,174457.0
567058.4661680739,397706.0,430167.0,444455.0,174508.0
567058.4844939661,397841.0,430341.0,444615.0,174490.0
567058.5028198581,397953.0,430464.0,444793.0,174499.0
567058.5211457502,397988.0,430516.0,444881.0,174457.0
567058.5394716422,398127.0,430659.0,444999.0,174508.0
567058.5577975343,398264.0,430871.0,445070.0,174490.0
567058.5761234263,398454.0,431085.0,445245.0,174551.0
567058.5944493185,398540.0,431246.0,445473.0,174535.0
567058.6127752105,398671.0,431479.0,445668.0,174532.0
567058.6311011026,398784.0,431724.0,445885.0,174471.0
567058.6494269946,399020.0,432011.0,446138.0,174465.0
567058.6677528867,399182.0,432220.0,446332.0,174490.0
567058.6860787787,399459.0,432457.0,446564.0,174454.0
567058.7044046709,399660.0,432778.0,446849.0,174484.0
567058.7227305629,399853.0,433052.0,447122.0,174495.0
567058.741056455,400066.0,433360.0,447390.0,174521.0
567058.759382347,400256.0,433635.0,447659.0,174526.0
567058.777708239,400457.0,433918.0,447899.0,174464.0
567058.7960341311,400630.0,434247.0,448154.0,174449.0
567058.8143600232,400886.0,434520.0,448432.0,174461.0
567058.8326859153,401082.0,434847.0,448788.0,174542.0
567058.8510118073,401212.0,435037.0,448941.0,174426.0
567058.8693376994,401413.0,435306.0,449175.0,174475.0
567058.8876635914,401654.0,435580.0,449486.0,174498.0
567058.9059894835,401845.0,435836.0,449708.0,174488.0
567058.9243153756,402011.0,436069.0,449979.0,174498.0
567058.9426412677,402214.0,436408.0,450323.0,174500.0
567058.9609671597,402447.0,436736.0,450570.0,174528.0
567058.9792930518,402613.0,436996.0,450814.0,174499.0
567058.9976189438,402781.0,437273.0,451115.0,174495.0
567059.0159448358,402945.0,437395.0,451238.0,174493.0
567059.034270728,402782.0,437267.0,450991.0,174479.0
567059.05259662,402510.0,436846.0,450599.0,174556.0
567059.0709225121,402086.0,436300.0,450029.0,174482.0
567059.0892484041,401602.0,435730.0,449449.0,174546.0
567059.1075742962,401030.0,435010.0,448718.0,174491.0
567059.1259001882,400437.0,434279.0,448020.0,174496.0
567059.1442260804,399870.0,433593.0,447310.0,174513.0
567059.1625519724,399443.0,432943.0,446714.0,174554.0
567059.1808778645,398991.0,432338.0,446168.0,174551.0
567059.1992037565,398506.0,431785.0,445607.0,174474.0
567059.2175296486,398216.0,431326.0,445226.0,174484.0
567059.2358555407,397973.0,431005.0,444893.0,174440.0
567059.2541814328,397795.0,430820.0,444773.0,174430.0
567059.2725073248,397859.0,430826.0,444790.0,174502.0
567059.2908332169,397882.0,430865.0,444849.0,174475.0
567059.3091591089,397917.0,430951.0,444916.0,174448.0
567059.327485001,398038.0,431090.0,445041.0,174536.0
567059.3458108931,398047.0,431155.0,445139.0,174492.0
567059.3641367852,398192.0,431254.0,445288.0,174525.0
567059.3824626772,398267.0,431427.0,445386.0,174508.0
567059.4007885692,398423.0,431586.0,445583.0,174467.0
567059.4191144613,398552.0,431809.0,445762.0,174504.0
567059.4374403533,398741.0,431938.0,445981.0,174525.0
567059.4557662455,398854.0,432143.0,446116.0,174477.0
567059.4740921375,399020.0,432366.0,446343.0,174478.0
567059.4924180296,399245.0,432648.0,446615.0,174477.0
567059.5107439216,399370.0,432846.0,446890.0,174534.0
567059.5290698137,399570.0,433094.0,447013.0,174504.0
567059.5473957057,399719.0,433325.0,447347.0,174516.0
567059.5657215979,399923.0,433558.0,447530.0,174530.0
567059.5840474899,400047.0,433859.0,447866.0,174502.0
567059.602373382,400290.0,434173.0,448108.0,174539.0
567059.620699274,400469.0,434405.0,448320.0,174503.0
567059.639025166,400718.0,434662.0,448604.0,174484.0
567059.6573510581,400909.0,434981.0,448834.0,174493.0
567059.6756769503,401066.0,435254.0,449121.0,174505.0
567059.6940028423,401261.0,435510.0,449376.0,174509.0
567059.7123287343,401388.0,435766.0,449624.0,174495.0
567059.7306546264,401594.0,436017.0,449853.0,174549.0
567059.7489805184,401815.0,436262.0,450122.0,174606.0
567059.7673064105,401960.0,436520.0,450408.0,174550.0
567059.7856323026,402174.0,436750.0,450659.0,174498.0
567059.8039581947,402378.0,437068.0,450918.0,174489.0
567059.8222840867,402629.0,437366.0,451209.0,174525.0
567059.8406099788,402770.0,437554.0,451376.0,174522.0
567059.8589358708,402811.0,437609.0,451429.0,174506.0
567059.8772617629,402599.0,437349.0,451195.0,174484.0
567059.895587655,402122.0,436773.0,450656.0,174483.0
567059.9139135471,401673.0,436211.0,450129.0,174536.0
567059.9322394391,401154.0,435481.0,449471.0,174486.0
567059.9505653311,400586.0,434799.0,448711.0,174447.0
567059.9688912232,400038.0,434102.0,448101.0,174510.0
567059.9872171152,399566.0,433334.0,447427.0,174510.0
567060.0055430074,399037.0,432674.0,446747.0,174509.0
567060.0238688994,398604.0,432053.0,446245.0,174517.0
567060.0421947915,398172.0,431542.0,445750.0,174506.0
567060.0605206835,397867.0,431113.0,445411.0,174484.0
567060.0788465756,397648.0,430816.0,445238.0,174477.0
567060.0971724677,397596.0,430711.0,445196.0,174541.0
567060.1154983598,397607.0,430651.0,445160.0,174496.0
567060.1338242518,397635.0,430728.0,445232.0,174566.0
567060.1521501439,397769.0,430771.0,445328.0,174498.0
567060.1704760359,397820.0,430890.0,445439.0,174453.0
567060.188801928,397873.0,430971.0,445482.0,174519.0
567060.2071278201,397976.0,431045.0,445611.0,174485.0
567060.2254537122,398082.0,431207.0,445770.0,174483.0
567060.2437796042,398177.0,431227.0,445875.0,174489.0
567060.2621054963,398190.0,431361.0,445997.0,174419.0
567060.2804313883,398356.0,431538.0,446218.0,174455.0
567060.2987572803,398565.0,431735.0,446407.0,174488.0
567060.3170831725,398609.0,431920.0,446579.0,174510.0
567060.3354090645,398702.0,432068.0,446764.0,174450.0
