time_lsl,x_mG,y_mG,z_mG
774276.2557551217,-933.0,-19.0,174.0
774276.2755153428,-930.0,-19.0,177.0
774276.2952755641,-935.0,-18.0,179.0
774276.3150357853,-937.0,-19.0,171.0
774276.3347960066,-930.0,-21.0,175.0
774276.3545562277,-931.0,-20.0,181.0
774276.3743164489,-934.0,-20.0,178.0
774276.3940766702,-933.0,-20.0,170.0
774276.4138368913,-930.0,-17.0,171.0
774276.4335971125,-931.0,-16.0,181.0
774276.4533573338,-936.0,-17.0,176.0
774276.473117555,-935.0,-21.0,177.0
774276.4928777762,-932.0,-21.0,181.0
774276.5126379974,-930.0,-19.0,180.0
774276.5323982186,-934.0,-19.0,177.0
774276.5521584398,-934.0,-19.0,175.0
774276.571918661,-933.0,-20.0,174.0
774276.5916788823,-932.0,-19.0,176.0
774276.6114391035,-934.0,-19.0,178.0
774276.6311993246,-934.0,-19.0,179.0
774276.6509595459,-935.0,-18.0,182.0
774276.6707197671,-934.0,-19.0,177.0
774276.6904799883,-933.0,-19.0,187.0
774276.7102402095,-934.0,-19.0,180.0
774276.7300004307,-935.0,-18.0,179.0
774276.749760652,-934.0,-20.0,178.0
774276.7695208731,-931.0,-19.0,178.0
774276.7892810943,-932.0,-19.0,181.0
774276.8090413156,-934.0,-19.0,180.0
774276.8288015368,-933.0,-18.0,181.0
774276.848561758,-933.0,-19.0,185.0
774276.8683219792,-933.0,-19.0,183.0
774276.8880822004,-933.0,-20.0,181.0
774276.9078424217,-932.0,-20.0,179.0
774276.9276026428,-932.0,-19.0,179.0
774276.947362864,-932.0,-20.0,180.0
774276.9671230853,-934.0,-19.0,180.0
774276.9868833064,-934.0,-20.0,181.0
774277.0066435277,-934.0,-20.0,180.0
774277.0264037489,-933.0,-20.0,177.0
774277.0461639701,-933.0,-21.0,183.0
774277.0659241913,-931.0,-20.0,181.0
774277.0856844125,-932.0,-20.0,186.0
774277.1054446338,-933.0,-20.0,186.0
774277.125204855,-934.0,-21.0,183.0
774277.1449650761,-932.0,-21.0,177.0
774277.1647252974,-932.0,-21.0,178.0
774277.1844855186,-932.0,-20.0,182.0
774277.2042457397,-935.0,-19.0,182.0
774277.224005961,-935.0,-20.0,174.0
774277.2437661822,-930.0,-23.0,176.0
774277.2635264035,-930.0,-23.0,183.0
774277.2832866246,-933.0,-22.0,178.0
774277.3030468458,-935.0,-21.0,172.0
774277.3228070671,-932.0,-19.0,177.0
774277.3425672883,-933.0,-19.0,183.0
774277.3623275094,-935.0,-21.0,180.0
774277.3820877307,-933.0,-21.0,177.0
774277.4018479519,-931.0,-21.0,180.0
774277.421608173,-932.0,-22.0,184.0
774277.4413683943,-933.0,-21.0,181.0
774277.4611286155,-933.0,-21.0,181.0
774277.4808888368,-932.0,-21.0,183.0
774277.5006490579,-931.0,-22.0,179.0
774277.5204092792,-932.0,-22.0,179.0
774277.5401695004,-930.0,-21.0,186.0
774277.5599297216,-933.0,-20.0,190.0
774277.5796899428,-932.0,-24.0,177.0
774277.599450164,-932.0,-22.0,185.0
774277.6192103853,-935.0,-21.0,186.0
774277.6389706064,-934.0,-22.0,186.0
774277.6587308276,-932.0,-22.0,181.0
774277.6784910489,-930.0,-22.0,178.0
774277.6982512701,-931.0,-21.0,181.0
774277.7180114912,-932.0,-21.0,182.0
774277.7377717125,-933.0,-21.0,180.0
774277.7575319337,-935.0,-21.0,182.0
774277.7772921548,-933.0,-22.0,183.0
774277.7970523761,-932.0,-21.0,180.0
774277.8168125973,-932.0,-21.0,179.0
774277.8365728186,-931.0,-22.0,179.0
774277.8563330397,-933.0,-22.0,177.0
774277.876093261,-932.0,-22.0,178.0
774277.8958534822,-932.0,-23.0,178.0
774277.9156137034,-933.0,-23.0,179.0
774277.9353739246,-931.0,-22.0,176.0
774277.9551341458,-933.0,-22.0,176.0
774277.974894367,-933.0,-21.0,173.0
774277.9946545882,-932.0,-21.0,171.0
774278.0144148094,-932.0,-20.0,176.0
774278.0341750307,-931.0,-22.0,179.0
774278.0539352519,-934.0,-21.0,187.0
774278.073695473,-936.0,-22.0,176.0
774278.0934556943,-930.0,-25.0,173.0
774278.1132159155,-928.0,-24.0,187.0
774278.1329761368,-934.0,-20.0,178.0
774278.1527363579,-933.0,-22.0,173.0
774278.1724965791,-933.0,-21.0,179.0
774278.1922568004,-933.0,-21.0,186.0
774278.2120170215,-934.0,-21.0,187.0
774278.2317772427,-933.0,-21.0,183.0
774278.251537464,-931.0,-21.0,184.0
774278.2712976852,-931.0,-21.0,187.0
774278.2910579063,-932.0,-21.0,182.0
774278.3108181276,-933.0,-22.0,184.0
774278.3305783488,-933.0,-22.0,183.0
774278.3503385701,-932.0,-21.0,181.0
774278.3700987912,-931.0,-21.0,183.0
774278.3898590124,-929.0,-19.0,189.0
774278.4096192337,-934.0,-19.0,188.0
774278.4293794548,-933.0,-20.0,181.0
774278.449139676,-931.0,-21.0,190.0
774278.4688998973,-933.0,-20.0,188.0
774278.4886601185,-934.0,-21.0,186.0
774278.5084203397,-931.0,-21.0,185.0
774278.5281805609,-930.0,-21.0,185.0
774278.5479407822,-931.0,-20.0,183.0
774278.5677010034,-932.0,-21.0,182.0
774278.5874612245,-933.0,-21.0,183.0
774278.6072214458,-933.0,-20.0,182.0
774278.626981667,-934.0,-21.0,182.0
774278.6467418881,-933.0,-20.0,180.0
774278.6665021094,-932.0,-20.0,182.0
774278.6862623306,-933.0,-20.0,180.0
774278.7060225519,-933.0,-20.0,180.0
774278.725782773,-932.0,-20.0,180.0
774278.7455429942,-934.0,-20.0,181.0
774278.7653032155,-933.0,-21.0,181.0
774278.7850634366,-932.0,-21.0,181.0
774278.8048236578,-933.0,-20.0,183.0
774278.8245838791,-933.0,-20.0,183.0
774278.8443441003,-932.0,-19.0,186.0
774278.8641043215,-932.0,-18.0,178.0
774278.8838645427,-932.0,-19.0,177.0
774278.903624764,-932.0,-20.0,186.0
774278.9233849852,-934.0,-19.0,187.0
774278.9431452063,-936.0,-20.0,179.0
774278.9629054276,-933.0,-23.0,177.0
774278.9826656488,-930.0,-21.0,187.0
774279.0024258699,-934.0,-20.0,184.0
774279.0221860912,-934.0,-20.0,175.0
774279.0419463124,-931.0,-20.0,175.0
774279.0617065337,-931.0,-18.0,186.0
774279.0814667548,-936.0,-18.0,183.0
774279.101226976,-936.0,-20.0,180.0
774279.1209871973,-932.0,-20.0,181.0
774279.1407474185,-930.0,-20.0,184.0
774279.1605076396,-931.0,-19.0,183.0
774279.1802678609,-933.0,-21.0,185.0
774279.2000280821,-934.0,-20.0,184.0
774279.2197883032,-934.0,-20.0,181.0
774279.2395485245,-933.0,-19.0,179.0
774279.2593087457,-932.0,-19.0,181.0
774279.279068967,-934.0,-18.0,184.0
774279.2988291881,-934.0,-19.0,180.0
774279.3185894093,-932.0,-20.0,181.0
774279.3383496306,-933.0,-19.0,183.0
774279.3581098518,-933.0,-19.0,180.0
774279.377870073,-933.0,-19.0,179.0
774279.3976302942,-931.0,-19.0,184.0
774279.4173905154,-932.0,-20.0,180.0
774279.4371507366,-933.0,-20.0,176.0
774279.4569109578,-933.0,-19.0,174.0
774279.476671179,-933.0,-20.0,173.0
774279.4964314003,-933.0,-20.0,179.0
774279.5161916214,-933.0,-20.0,180.0
774279.5359518427,-932.0,-21.0,176.0
774279.5557120639,-933.0,-21.0,177.0
774279.5754722852,-932.0,-20.0,177.0
774279.5952325063,-933.0,-18.0,175.0
774279.6149927275,-934.0,-19.0,177.0
774279.6347529488,-934.0,-18.0,177.0
774279.6545131699,-933.0,-18.0,178.0
774279.6742733911,-933.0,-20.0,179.0
774279.6940336124,-931.0,-18.0,181.0
774279.7137938336,-933.0,-19.0,182.0
774279.7335540548,-932.0,-18.0,181.0
774279.753314276,-932.0,-18.0,180.0
774279.7730744972,-932.0,-19.0,175.0
774279.7928347184,-932.0,-19.0,182.0
774279.8125949396,-933.0,-18.0,181.0
774279.8323551608,-937.0,-19.0,174.0
774279.8521153821,-933.0,-22.0,174.0
774279.8718756032,-931.0,-21.0,181.0
774279.8916358245,-933.0,-20.0,180.0
774279.9113960457,-934.0,-20.0,174.0
774279.931156267,-931.0,-19.0,171.0
774279.9509164881,-930.0,-16.0,182.0
774279.9706767093,-938.0,-17.0,182.0
774279.9904369306,-937.0,-19.0,179.0
774280.0101971517,-932.0,-20.0,180.0
774280.0299573729,-929.0,-20.0,182.0
774280.0497175942,-931.0,-19.0,181.0
774280.0694778154,-933.0,-19.0,179.0
774280.0892380365,-935.0,-20.0,180.0
774280.1089982578,-934.0,-19.0,176.0
774280.128758479,-933.0,-19.0,175.0
774280.1485187003,-932.0,-20.0,179.0
774280.1682789214,-933.0,-18.0,178.0
774280.1880391426,-933.0,-20.0,178.0
774280.2077993639,-933.0,-20.0,185.0
774280.227559585,-934.0,-20.0,184.0
774280.2473198063,-933.0,-20.0,180.0
